run_id,production_date,month,plant,production_line,shift,fabric_type,customer_segment,target_meters,actual_meters,good_meters,defect_meters,defect_type,material_issued_kg,waste_kg,downtime_minutes,machine_speed_rpm,operators_count,energy_kwh,order_value_inr,delivery_status,quality_grade
TR00173,2025-10-09,Oct,Ludhiana,LU-L01,Evening,Cotton,Wholesaler,1009,924.7,897.5,27.2,Stain,291.4,17.5,32,758,12,241.1,122060.4,On Time,B
TR00370,2025-10-09,Oct,Jaipur,JA-L03,Evening,Polyester,Wholesaler,867,885.9,863.4,22.5,Shade Variation,247.4,6.2,11,689,10,218.9,95677.2,On Time,B
TR00645,2025-10-09,Oct,Jaipur,JA-L02,Morning,Denim,Domestic Brand,1104,939.0,892.9,46.1,Stain,273.5,12.5,98,770,8,193.8,164325.0,Late,B
TR00864,2025-10-09,Oct,Surat,SU-L03,Morning,Blend,Fashion House,974,954.4,902.1,52.3,Stain,300.9,10.9,10,868,7,215.3,118345.6,On Time,C
TR00911,2025-10-09,Oct,Delhi NCR,DE-L01,Evening,Cotton,Fashion House,1213,1031.8,1004.8,27.0,Shade Variation,298.6,6.3,25,906,6,197.3,136197.6,On Time,B
TR01058,2025-10-09,Oct,Surat,SU-L01,Night,Denim,Wholesaler,1005,919.8,907.0,12.8,Weaving,283.4,6.6,33,829,8,174.4,160965.0,On Time,A
TR01061,2025-10-09,Oct,Delhi NCR,DE-L02,Night,Blend,Exporter,908,752.5,741.4,11.1,Weaving,240.9,11.0,26,811,7,187.7,93310.0,On Time,A
TR00002,2025-10-10,Oct,Surat,SU-L02,Evening,Denim,Fashion House,980,924.0,908.8,15.2,Finishing,294.3,11.5,11,748,5,251.0,161700.0,On Time,A
TR00734,2025-10-10,Oct,Delhi NCR,DE-L01,Evening,Denim,Fashion House,970,891.6,868.3,23.3,Finishing,236.5,9.4,28,630,12,232.8,156030.0,On Time,B
TR01278,2025-10-10,Oct,Surat,SU-L01,Night,Polyester,Exporter,1129,1082.2,1048.2,34.0,Weaving,300.9,11.8,15,795,5,282.1,116877.6,On Time,B
TR01339,2025-10-10,Oct,Ludhiana,LU-L01,Evening,Denim,Wholesaler,1170,1075.1,1052.3,22.8,Yarn Break,336.0,11.0,8,653,5,256.4,188142.5,On Time,A
TR00402,2025-10-11,Oct,Jaipur,JA-L02,Night,Cotton,Fashion House,1002,836.5,792.3,44.2,Shade Variation,257.9,12.2,84,661,9,185.4,110418.0,On Time,C
TR00815,2025-10-11,Oct,Ludhiana,LU-L02,Evening,Denim,Domestic Brand,829,788.8,754.4,34.4,Shade Variation,229.3,9.5,43,666,9,144.1,138040.0,On Time,B
TR00836,2025-10-11,Oct,Jaipur,JA-L01,Evening,Viscose,Wholesaler,869,763.5,733.7,29.8,Yarn Break,207.3,7.6,121,757,5,186.4,112998.0,On Time,B
TR01242,2025-10-11,Oct,Ludhiana,LU-L02,Night,Polyester,Fashion House,1135,1122.9,1087.7,35.2,Shade Variation,328.9,10.0,18,682,5,249.0,121273.2,On Time,B
TR01469,2025-10-11,Oct,Jaipur,JA-L01,Night,Polyester,Fashion House,983,906.9,865.4,41.5,Weaving,288.5,6.3,23,773,10,193.9,97945.2,On Time,B
TR00050,2025-10-12,Oct,Ludhiana,LU-L03,Morning,Cotton,Domestic Brand,1149,1034.5,1004.2,30.3,Shade Variation,326.7,10.6,25,690,8,229.4,136554.0,On Time,B
TR00107,2025-10-12,Oct,Ludhiana,LU-L01,Morning,Blend,Exporter,1119,1121.4,1075.9,45.5,Finishing,301.2,15.6,72,813,7,277.9,139053.6,On Time,B
TR00112,2025-10-12,Oct,Ludhiana,LU-L01,Morning,Cotton,Wholesaler,796,759.6,740.8,18.8,Yarn Break,224.1,5.5,41,686,7,142.3,100267.2,On Time,A
TR00210,2025-10-12,Oct,Surat,SU-L02,Morning,Denim,Exporter,969,871.5,825.9,45.6,Finishing,274.7,11.8,35,642,11,233.2,152512.5,On Time,C
TR00598,2025-10-12,Oct,Surat,SU-L01,Night,Polyester,Wholesaler,902,817.3,783.9,33.4,Yarn Break,232.9,6.8,14,808,8,164.5,88268.4,On Time,B
TR00602,2025-10-12,Oct,Jaipur,JA-L02,Morning,Cotton,Wholesaler,869,811.5,785.8,25.7,Stain,227.3,8.9,65,746,7,190.1,107118.0,Late,B
TR00766,2025-10-12,Oct,Surat,SU-L03,Night,Cotton,Domestic Brand,1069,943.7,937.6,6.1,Yarn Break,272.7,19.0,25,907,5,180.4,124568.4,On Time,A
TR01313,2025-10-12,Oct,Surat,SU-L01,Morning,Polyester,Wholesaler,838,847.0,829.4,17.6,Weaving,248.4,10.8,19,794,6,169.8,91476.0,On Time,A
TR01441,2025-10-12,Oct,Delhi NCR,DE-L01,Morning,Polyester,Exporter,1149,1104.2,1062.2,42.0,Yarn Break,338.1,12.3,48,705,7,220.8,119253.6,On Time,B
TR01498,2025-10-12,Oct,Ludhiana,LU-L03,Evening,Viscose,Wholesaler,980,1029.0,978.2,50.8,Stain,278.5,10.8,7,840,11,232.6,152292.0,On Time,B
TR00025,2025-10-13,Oct,Delhi NCR,DE-L03,Morning,Viscose,Domestic Brand,1184,1079.8,1035.2,44.6,Weaving,295.4,15.3,3,850,10,197.8,159810.4,Late,B
TR00278,2025-10-13,Oct,Surat,SU-L03,Evening,Cotton,Domestic Brand,860,813.8,786.8,27.0,Weaving,215.9,9.0,21,674,10,209.4,107421.6,On Time,B
TR00690,2025-10-13,Oct,Jaipur,JA-L01,Evening,Polyester,Fashion House,904,865.1,826.6,38.5,Stain,233.3,12.8,42,698,8,219.7,93430.8,On Time,B
TR00806,2025-10-13,Oct,Ludhiana,LU-L03,Morning,Polyester,Exporter,781,727.2,709.1,18.1,Shade Variation,224.7,12.0,55,836,5,201.4,78537.6,On Time,A
TR01212,2025-10-13,Oct,Surat,SU-L03,Morning,Polyester,Fashion House,826,741.4,733.4,8.0,Yarn Break,219.2,7.1,23,639,11,165.9,80071.2,On Time,A
TR00016,2025-10-14,Oct,Delhi NCR,DE-L03,Evening,Cotton,Exporter,1155,1053.5,1027.1,26.4,Weaving,281.8,7.4,40,813,6,287.8,139062.0,On Time,B
TR00160,2025-10-14,Oct,Surat,SU-L02,Morning,Cotton,Exporter,1156,1157.2,1135.2,22.0,Weaving,372.4,14.8,98,846,12,256.7,152750.4,On Time,A
TR00476,2025-10-14,Oct,Jaipur,JA-L03,Evening,Denim,Fashion House,1074,954.2,912.3,41.9,Shade Variation,258.5,10.1,23,799,12,188.5,166985.0,On Time,B
TR00613,2025-10-14,Oct,Ludhiana,LU-L03,Evening,Viscose,Domestic Brand,813,716.7,686.2,30.5,Weaving,230.3,9.5,3,760,7,181.4,106071.6,On Time,B
TR00725,2025-10-14,Oct,Surat,SU-L02,Night,Denim,Wholesaler,1184,1089.1,1058.3,30.8,Yarn Break,303.6,11.5,32,879,9,293.6,190592.5,On Time,B
TR00918,2025-10-14,Oct,Delhi NCR,DE-L01,Evening,Blend,Domestic Brand,1004,824.8,797.3,27.5,Yarn Break,256.3,14.0,63,759,9,191.0,102275.2,On Time,B
TR00955,2025-10-14,Oct,Surat,SU-L01,Morning,Blend,Fashion House,894,938.7,926.2,12.5,Yarn Break,290.6,6.5,85,743,10,191.5,116398.8,On Time,A
TR01416,2025-10-14,Oct,Surat,SU-L01,Night,Polyester,Fashion House,1013,840.2,788.1,52.1,Weaving,236.4,8.2,87,622,5,172.5,90741.6,On Time,C
TR00106,2025-10-15,Oct,Surat,SU-L02,Evening,Denim,Wholesaler,1153,991.9,974.0,17.9,Finishing,279.9,7.9,14,852,9,241.3,173582.5,On Time,A
TR00213,2025-10-15,Oct,Delhi NCR,DE-L03,Night,Polyester,Domestic Brand,884,800.5,763.8,36.7,Shade Variation,243.6,8.6,28,677,11,189.2,86454.0,On Time,B
TR00249,2025-10-15,Oct,Jaipur,JA-L03,Night,Blend,Wholesaler,1214,1079.2,1054.9,24.3,Finishing,292.7,9.2,16,831,5,209.0,133820.8,On Time,A
TR00990,2025-10-15,Oct,Ludhiana,LU-L02,Night,Viscose,Fashion House,1153,1080.7,1074.2,6.5,Yarn Break,309.5,4.3,48,881,12,213.6,159943.6,On Time,A
TR01430,2025-10-15,Oct,Jaipur,JA-L01,Morning,Cotton,Exporter,1055,872.2,856.3,15.9,Weaving,248.2,10.6,33,689,6,158.0,115130.4,On Time,A
TR01461,2025-10-16,Oct,Jaipur,JA-L01,Evening,Cotton,Domestic Brand,1072,1030.8,997.8,33.0,Weaving,295.1,9.3,10,635,6,201.9,136065.6,On Time,B
TR00261,2025-10-17,Oct,Ludhiana,LU-L03,Morning,Denim,Fashion House,825,792.7,780.0,12.7,Shade Variation,234.7,10.5,92,870,7,183.6,138722.5,On Time,A
TR00559,2025-10-17,Oct,Delhi NCR,DE-L01,Evening,Polyester,Fashion House,965,814.6,779.2,35.4,Shade Variation,258.3,8.0,101,892,12,210.9,87976.8,Late,B
TR00639,2025-10-17,Oct,Jaipur,JA-L01,Night,Cotton,Fashion House,1062,995.9,977.5,18.4,Shade Variation,286.1,11.4,13,684,8,180.1,131458.8,On Time,A
TR01133,2025-10-17,Oct,Surat,SU-L02,Evening,Denim,Wholesaler,1095,963.9,950.7,13.2,Shade Variation,286.5,7.0,20,731,7,199.6,168682.5,On Time,A
TR01254,2025-10-17,Oct,Ludhiana,LU-L01,Evening,Viscose,Wholesaler,1062,907.7,901.5,6.2,Shade Variation,287.5,11.4,67,741,10,222.4,134339.6,On Time,A
TR01414,2025-10-17,Oct,Surat,SU-L01,Morning,Cotton,Exporter,853,761.0,729.8,31.2,Finishing,209.2,8.1,32,909,5,168.4,100452.0,On Time,B
TR00071,2025-10-18,Oct,Delhi NCR,DE-L03,Morning,Cotton,Fashion House,941,822.4,803.9,18.5,Yarn Break,223.5,9.4,40,740,11,175.6,108556.8,On Time,A
TR00105,2025-10-18,Oct,Delhi NCR,DE-L01,Evening,Polyester,Fashion House,804,775.9,733.3,42.6,Shade Variation,244.3,8.2,26,858,7,144.1,83797.2,On Time,C
TR00135,2025-10-18,Oct,Delhi NCR,DE-L01,Evening,Polyester,Exporter,1129,1011.5,993.6,17.9,Shade Variation,271.0,9.9,40,699,10,200.9,109242.0,On Time,A
TR00484,2025-10-18,Oct,Ludhiana,LU-L02,Evening,Cotton,Fashion House,857,809.1,792.6,16.5,Shade Variation,253.8,8.4,41,908,9,163.6,106801.2,On Time,A
TR00692,2025-10-18,Oct,Delhi NCR,DE-L03,Evening,Polyester,Exporter,1060,1002.0,989.4,12.6,Shade Variation,279.3,13.4,27,829,9,254.7,108216.0,On Time,A
TR00745,2025-10-18,Oct,Surat,SU-L02,Morning,Denim,Wholesaler,917,877.6,847.2,30.4,Yarn Break,234.2,6.7,17,662,12,179.6,153580.0,On Time,B
TR00716,2025-10-19,Oct,Ludhiana,LU-L01,Night,Denim,Fashion House,1194,1060.9,1004.6,56.3,Shade Variation,292.7,14.8,67,862,10,213.8,185657.5,On Time,C
TR01012,2025-10-19,Oct,Delhi NCR,DE-L03,Morning,Polyester,Wholesaler,797,714.8,708.5,6.3,Yarn Break,198.1,9.9,23,773,12,186.6,77198.4,On Time,A
TR00591,2025-10-20,Oct,Delhi NCR,DE-L03,Night,Denim,Exporter,829,732.1,689.9,42.2,Shade Variation,233.3,11.5,32,784,10,163.8,128117.5,On Time,C
TR00596,2025-10-20,Oct,Ludhiana,LU-L01,Night,Polyester,Domestic Brand,1063,952.5,920.3,32.2,Shade Variation,297.0,13.1,91,845,10,248.0,102870.0,On Time,B
TR00686,2025-10-20,Oct,Jaipur,JA-L02,Morning,Blend,Fashion House,1167,1113.2,1075.7,37.5,Weaving,326.0,10.4,38,765,9,222.0,138036.8,On Time,B
TR00852,2025-10-20,Oct,Delhi NCR,DE-L02,Morning,Viscose,Fashion House,789,758.5,737.5,21.0,Stain,208.9,6.9,21,818,5,166.4,112258.0,On Time,B
TR00860,2025-10-20,Oct,Surat,SU-L02,Morning,Viscose,Wholesaler,840,753.2,729.8,23.4,Shade Variation,213.0,8.1,43,740,7,191.6,111473.6,On Time,B
TR01087,2025-10-20,Oct,Delhi NCR,DE-L01,Evening,Polyester,Fashion House,1095,1063.2,1013.5,49.7,Weaving,286.7,9.7,22,814,10,288.8,114825.6,On Time,B
TR01260,2025-10-20,Oct,Ludhiana,LU-L01,Morning,Cotton,Fashion House,1087,857.4,828.1,29.3,Finishing,256.6,10.4,106,771,6,164.8,113176.8,On Time,B
TR01284,2025-10-20,Oct,Surat,SU-L03,Morning,Blend,Fashion House,1140,1045.8,1034.1,11.7,Shade Variation,297.7,12.5,39,646,8,230.5,129679.2,On Time,A
TR00092,2025-10-21,Oct,Ludhiana,LU-L01,Night,Denim,Fashion House,950,770.9,742.6,28.3,Weaving,210.8,4.7,51,802,11,182.3,134907.5,Late,B
TR00103,2025-10-21,Oct,Jaipur,JA-L01,Night,Blend,Exporter,846,750.6,723.3,27.3,Shade Variation,225.9,9.1,23,843,8,170.6,93074.4,On Time,B
TR00428,2025-10-21,Oct,Surat,SU-L02,Night,Denim,Domestic Brand,1043,930.7,899.2,31.5,Weaving,282.7,10.1,4,895,12,169.5,162872.5,On Time,B
TR00472,2025-10-21,Oct,Delhi NCR,DE-L02,Evening,Cotton,Wholesaler,813,835.8,798.8,37.0,Stain,243.8,6.9,43,630,9,189.0,110325.6,On Time,B
TR00551,2025-10-21,Oct,Delhi NCR,DE-L02,Night,Cotton,Exporter,953,849.6,825.6,24.0,Weaving,247.0,6.4,71,882,11,233.5,112147.2,On Time,B
TR00654,2025-10-21,Oct,Surat,SU-L03,Morning,Cotton,Exporter,1152,1134.0,1110.5,23.5,Shade Variation,320.5,13.3,45,685,12,266.6,149688.0,On Time,A
TR01199,2025-10-21,Oct,Delhi NCR,DE-L03,Morning,Blend,Exporter,815,761.8,750.0,11.8,Shade Variation,210.5,6.0,19,902,7,185.6,94463.2,On Time,A
TR00291,2025-10-22,Oct,Delhi NCR,DE-L01,Morning,Denim,Exporter,1083,984.4,951.3,33.1,Weaving,315.0,6.1,33,749,9,186.3,172270.0,On Time,B
TR01334,2025-10-22,Oct,Delhi NCR,DE-L01,Evening,Polyester,Wholesaler,1134,1013.5,994.3,19.2,Weaving,314.8,15.5,6,646,5,247.6,109458.0,On Time,A
TR00227,2025-10-23,Oct,Surat,SU-L01,Evening,Viscose,Fashion House,868,835.7,814.5,21.2,Stain,231.6,11.5,51,691,11,199.0,123683.6,On Time,B
TR00336,2025-10-23,Oct,Ludhiana,LU-L02,Morning,Viscose,Fashion House,982,880.9,854.8,26.1,Stain,239.5,6.9,79,828,8,227.7,130373.2,On Time,B
TR00837,2025-10-23,Oct,Surat,SU-L03,Evening,Polyester,Domestic Brand,832,752.0,730.0,22.0,Stain,206.0,4.0,68,806,7,149.3,81216.0,On Time,B
TR01001,2025-10-23,Oct,Ludhiana,LU-L03,Evening,Cotton,Wholesaler,1076,1029.4,1000.2,29.2,Stain,311.6,11.9,24,637,11,253.6,135880.8,On Time,B
TR01219,2025-10-23,Oct,Surat,SU-L01,Night,Cotton,Domestic Brand,914,852.7,821.6,31.1,Weaving,260.8,9.7,27,734,10,212.9,112556.4,On Time,B
TR00885,2025-10-24,Oct,Jaipur,JA-L01,Night,Cotton,Wholesaler,1055,928.4,897.2,31.2,Finishing,250.1,6.8,53,879,12,235.6,122548.8,On Time,B
TR00166,2025-10-25,Oct,Jaipur,JA-L03,Evening,Denim,Exporter,1031,986.0,969.0,17.0,Shade Variation,311.4,13.3,15,640,6,181.1,172550.0,On Time,A
TR01426,2025-10-25,Oct,Surat,SU-L01,Morning,Cotton,Domestic Brand,917,803.6,779.8,23.8,Shade Variation,211.7,7.1,16,795,12,206.4,106075.2,On Time,B
TR00514,2025-10-26,Oct,Jaipur,JA-L03,Night,Viscose,Fashion House,1066,1034.2,997.2,37.0,Finishing,304.9,12.0,19,809,9,241.2,153061.6,On Time,B
TR00741,2025-10-26,Oct,Delhi NCR,DE-L02,Morning,Cotton,Wholesaler,981,981.5,953.6,27.9,Shade Variation,279.5,12.0,23,808,11,243.7,129558.0,On Time,B
TR00149,2025-10-27,Oct,Delhi NCR,DE-L01,Night,Denim,Wholesaler,824,784.9,750.5,34.4,Yarn Break,219.5,11.7,34,627,12,180.4,137357.5,On Time,B
TR00849,2025-10-27,Oct,Jaipur,JA-L01,Morning,Polyester,Domestic Brand,894,787.1,752.8,34.3,Weaving,236.0,12.5,75,863,12,212.1,85006.8,On Time,B
TR00867,2025-10-27,Oct,Delhi NCR,DE-L01,Evening,Denim,Wholesaler,1041,1022.6,995.4,27.2,Stain,309.4,11.8,29,755,7,196.2,178955.0,On Time,B
TR01025,2025-10-27,Oct,Ludhiana,LU-L02,Night,Cotton,Fashion House,1123,1002.6,957.8,44.8,Stain,276.0,17.9,36,668,7,259.7,132343.2,On Time,B
TR01231,2025-10-27,Oct,Jaipur,JA-L03,Night,Cotton,Wholesaler,1098,931.5,908.5,23.0,Finishing,269.0,11.2,81,749,8,177.5,122958.0,On Time,A
TR00028,2025-10-28,Oct,Delhi NCR,DE-L01,Night,Polyester,Fashion House,1055,915.1,890.1,25.0,Yarn Break,254.4,9.0,150,804,5,185.8,98830.8,On Time,B
TR01264,2025-10-28,Oct,Surat,SU-L01,Night,Blend,Wholesaler,806,771.1,743.3,27.8,Yarn Break,228.8,7.8,14,698,12,139.0,95616.4,On Time,B
TR00302,2025-10-29,Oct,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,1134,1019.7,997.5,22.2,Shade Variation,271.0,7.6,12,713,5,200.5,134600.4,On Time,A
TR00433,2025-10-29,Oct,Delhi NCR,DE-L03,Night,Viscose,Exporter,1072,975.9,927.1,48.8,Yarn Break,291.2,12.3,29,751,6,189.9,144433.2,On Time,C
TR00524,2025-10-29,Oct,Ludhiana,LU-L02,Evening,Polyester,Fashion House,840,766.4,752.9,13.5,Weaving,205.9,8.6,22,859,12,182.5,82771.2,On Time,A
TR00605,2025-10-29,Oct,Jaipur,JA-L01,Night,Viscose,Domestic Brand,1151,999.0,978.1,20.9,Finishing,289.2,10.0,29,748,9,278.9,147852.0,On Time,A
TR00794,2025-10-29,Oct,Delhi NCR,DE-L03,Morning,Polyester,Fashion House,1129,993.6,975.2,18.4,Weaving,266.5,6.0,30,781,10,275.4,107308.8,On Time,A
TR01040,2025-10-29,Oct,Delhi NCR,DE-L03,Night,Cotton,Fashion House,913,810.1,800.1,10.0,Yarn Break,216.9,7.2,37,690,7,147.7,106933.2,On Time,A
TR00038,2025-10-30,Oct,Surat,SU-L03,Morning,Blend,Wholesaler,1107,982.5,941.4,41.1,Weaving,276.9,9.4,23,856,11,227.3,121830.0,On Time,B
TR00334,2025-10-30,Oct,Jaipur,JA-L01,Morning,Viscose,Wholesaler,1045,913.0,887.4,25.6,Finishing,291.5,8.7,48,677,9,206.1,135124.0,On Time,B
TR00482,2025-10-30,Oct,Ludhiana,LU-L03,Evening,Cotton,Wholesaler,1061,961.3,927.9,33.4,Finishing,258.1,14.0,20,900,7,207.3,126891.6,Late,B
TR00553,2025-10-30,Oct,Ludhiana,LU-L03,Morning,Polyester,Exporter,1071,964.6,941.9,22.7,Weaving,270.1,6.4,13,768,8,242.7,104176.8,On Time,A
TR00084,2025-10-31,Oct,Ludhiana,LU-L03,Night,Blend,Exporter,782,694.0,657.9,36.1,Weaving,185.5,8.3,130,798,8,183.2,86056.0,Late,C
TR00090,2025-10-31,Oct,Surat,SU-L01,Night,Blend,Wholesaler,1012,941.5,914.5,27.0,Weaving,256.0,8.9,5,897,8,219.5,116746.0,On Time,B
TR00101,2025-10-31,Oct,Delhi NCR,DE-L03,Night,Polyester,Wholesaler,1095,904.3,865.0,39.3,Finishing,259.6,7.8,43,705,12,211.9,97664.4,On Time,B
TR00388,2025-10-31,Oct,Surat,SU-L02,Night,Polyester,Domestic Brand,993,955.1,911.8,43.3,Yarn Break,278.5,9.5,10,629,7,217.8,103150.8,On Time,B
TR00545,2025-10-31,Oct,Surat,SU-L03,Morning,Cotton,Fashion House,1051,944.3,921.1,23.2,Finishing,287.5,25.5,12,630,9,179.7,124647.6,On Time,A
TR00582,2025-11-01,Nov,Surat,SU-L02,Night,Polyester,Exporter,1096,1008.9,962.7,46.2,Stain,286.5,10.1,16,717,8,281.7,108961.2,On Time,B
TR00611,2025-11-01,Nov,Ludhiana,LU-L02,Evening,Cotton,Fashion House,1150,1122.2,1088.6,33.6,Shade Variation,327.2,13.8,57,785,12,238.3,148130.4,On Time,B
TR01097,2025-11-01,Nov,Surat,SU-L02,Evening,Blend,Fashion House,798,716.5,697.0,19.5,Finishing,211.9,8.6,44,723,11,159.9,88846.0,On Time,B
TR00589,2025-11-02,Nov,Jaipur,JA-L01,Night,Blend,Exporter,1062,949.6,904.2,45.4,Shade Variation,267.3,11.0,60,768,11,214.0,117750.4,On Time,B
TR00816,2025-11-02,Nov,Surat,SU-L02,Evening,Denim,Fashion House,871,844.8,803.5,41.3,Stain,247.9,4.6,12,865,10,208.8,147840.0,On Time,B
TR00868,2025-11-02,Nov,Ludhiana,LU-L02,Morning,Viscose,Exporter,1183,1088.9,1037.7,51.2,Stain,300.0,4.3,10,898,8,299.7,161157.2,On Time,B
TR01016,2025-11-02,Nov,Delhi NCR,DE-L03,Evening,Blend,Exporter,800,688.4,656.7,31.7,Shade Variation,217.0,9.9,26,736,9,132.3,85361.6,On Time,B
TR01080,2025-11-02,Nov,Surat,SU-L02,Evening,Viscose,Fashion House,1106,1072.4,1022.6,49.8,Stain,328.9,11.7,53,706,8,246.6,158715.2,On Time,B
TR00019,2025-11-03,Nov,Delhi NCR,DE-L03,Morning,Viscose,Exporter,822,796.2,757.8,38.4,Finishing,236.3,10.1,63,784,6,198.9,117837.6,On Time,B
TR00459,2025-11-03,Nov,Delhi NCR,DE-L03,Morning,Denim,Exporter,986,914.0,874.6,39.4,Finishing,276.1,8.0,19,806,10,169.3,159950.0,On Time,B
TR00513,2025-11-03,Nov,Surat,SU-L02,Night,Cotton,Wholesaler,1214,1117.1,1076.7,40.4,Yarn Break,295.4,9.9,21,807,6,286.1,147457.2,On Time,B
TR00963,2025-11-03,Nov,Jaipur,JA-L03,Evening,Cotton,Domestic Brand,823,694.1,671.0,23.1,Yarn Break,189.6,9.6,34,792,9,183.3,91621.2,On Time,B
TR01086,2025-11-03,Nov,Delhi NCR,DE-L03,Night,Blend,Wholesaler,1186,1024.5,990.6,33.9,Weaving,313.4,11.4,34,860,10,206.7,127038.0,On Time,B
TR01125,2025-11-03,Nov,Jaipur,JA-L01,Night,Cotton,Exporter,828,826.8,805.5,21.3,Stain,252.0,9.6,12,813,12,214.0,109137.6,On Time,B
TR00093,2025-11-04,Nov,Surat,SU-L01,Night,Viscose,Exporter,1143,1156.3,1105.1,51.2,Shade Variation,322.5,11.5,96,676,5,264.8,171132.4,On Time,B
TR00590,2025-11-04,Nov,Surat,SU-L02,Morning,Cotton,Domestic Brand,837,766.3,741.0,25.3,Weaving,224.8,11.9,32,769,11,195.1,101151.6,On Time,B
TR01024,2025-11-04,Nov,Jaipur,JA-L03,Night,Polyester,Fashion House,845,796.9,762.3,34.6,Finishing,234.1,7.5,50,706,12,158.3,86065.2,On Time,B
TR01093,2025-11-04,Nov,Delhi NCR,DE-L02,Night,Polyester,Wholesaler,1204,1087.8,1013.1,74.7,Shade Variation,349.1,16.1,28,869,6,294.4,117482.4,On Time,C
TR01126,2025-11-04,Nov,Ludhiana,LU-L03,Morning,Polyester,Fashion House,831,711.4,678.0,33.4,Shade Variation,194.8,9.7,28,887,10,161.0,76831.2,On Time,B
TR01500,2025-11-04,Nov,Surat,SU-L01,Night,Viscose,Wholesaler,1084,918.8,896.8,22.0,Weaving,262.2,15.5,66,729,8,179.7,135982.4,On Time,A
TR00361,2025-11-05,Nov,Delhi NCR,DE-L01,Morning,Denim,Domestic Brand,789,701.5,665.7,35.8,Yarn Break,187.9,7.2,9,748,5,163.6,122762.5,On Time,C
TR00723,2025-11-05,Nov,Delhi NCR,DE-L03,Night,Cotton,Exporter,839,754.7,714.9,39.8,Shade Variation,237.6,11.1,42,675,6,184.1,99620.4,Late,C
TR00775,2025-11-05,Nov,Ludhiana,LU-L02,Night,Denim,Domestic Brand,843,767.2,749.5,17.7,Weaving,210.6,9.3,69,706,11,139.4,134260.0,On Time,A
TR00865,2025-11-05,Nov,Jaipur,JA-L01,Night,Blend,Wholesaler,919,839.6,832.0,7.6,Yarn Break,259.4,9.3,23,759,7,171.9,104110.4,On Time,A
TR01144,2025-11-05,Nov,Delhi NCR,DE-L03,Evening,Denim,Fashion House,1014,1023.1,1000.6,22.5,Yarn Break,315.1,14.1,22,848,9,240.7,179042.5,On Time,A
TR00477,2025-11-06,Nov,Surat,SU-L02,Night,Denim,Domestic Brand,817,804.1,774.9,29.2,Stain,236.0,8.0,35,747,12,160.0,140717.5,On Time,B
TR00650,2025-11-06,Nov,Surat,SU-L02,Night,Cotton,Exporter,1042,1000.8,963.1,37.7,Weaving,274.5,8.3,11,766,12,239.2,132105.6,On Time,B
TR01163,2025-11-06,Nov,Jaipur,JA-L03,Night,Polyester,Exporter,1196,916.4,881.9,34.5,Weaving,260.2,9.6,58,748,8,215.3,98971.2,On Time,B
TR00297,2025-11-07,Nov,Delhi NCR,DE-L02,Night,Cotton,Fashion House,1102,994.1,956.0,38.1,Shade Variation,264.7,10.2,33,704,12,241.6,131221.2,On Time,B
TR00560,2025-11-07,Nov,Jaipur,JA-L02,Evening,Cotton,Domestic Brand,806,778.9,736.4,42.5,Weaving,239.4,7.6,71,819,12,189.2,102814.8,Late,C
TR00780,2025-11-07,Nov,Surat,SU-L01,Night,Viscose,Wholesaler,868,763.5,729.9,33.6,Stain,213.3,7.6,39,632,7,170.1,112998.0,On Time,B
TR00856,2025-11-07,Nov,Surat,SU-L03,Morning,Blend,Exporter,953,882.6,838.9,43.7,Shade Variation,245.8,12.8,19,728,6,233.8,109442.4,On Time,B
TR00882,2025-11-07,Nov,Jaipur,JA-L03,Night,Polyester,Exporter,997,855.5,840.3,15.2,Stain,230.5,8.6,150,649,6,189.1,92394.0,On Time,A
TR01007,2025-11-07,Nov,Delhi NCR,DE-L01,Evening,Cotton,Domestic Brand,1014,866.8,858.3,8.5,Stain,261.8,10.5,92,824,8,234.5,114417.6,Late,A
TR01150,2025-11-07,Nov,Delhi NCR,DE-L03,Evening,Cotton,Domestic Brand,970,885.5,855.8,29.7,Finishing,234.3,15.4,30,866,7,179.3,116886.0,On Time,B
TR01158,2025-11-07,Nov,Delhi NCR,DE-L03,Morning,Viscose,Exporter,1206,1146.8,1107.5,39.3,Yarn Break,320.1,19.4,19,844,11,289.0,169726.4,On Time,B
TR01465,2025-11-07,Nov,Jaipur,JA-L03,Morning,Polyester,Exporter,1114,847.4,809.0,38.4,Finishing,255.0,10.4,70,866,6,198.3,91519.2,On Time,B
TR00146,2025-11-08,Nov,Jaipur,JA-L02,Evening,Blend,Domestic Brand,785,713.0,702.8,10.2,Weaving,187.8,1.9,20,783,5,191.1,88412.0,On Time,A
TR00643,2025-11-08,Nov,Delhi NCR,DE-L02,Night,Denim,Exporter,885,760.0,721.7,38.3,Yarn Break,242.6,10.3,96,746,9,208.2,133000.0,Late,C
TR00835,2025-11-08,Nov,Ludhiana,LU-L02,Morning,Denim,Domestic Brand,920,834.9,802.0,32.9,Stain,232.7,9.2,72,906,11,230.2,146107.5,On Time,B
TR01127,2025-11-08,Nov,Delhi NCR,DE-L02,Evening,Viscose,Wholesaler,1012,899.7,894.3,5.4,Weaving,249.4,4.8,42,659,11,182.5,133155.6,On Time,A
