project_id,created_date,due_date,completed_date,department,content_type,complexity,workflow,prompt_template,pages,actual_hours,baseline_hours,hours_saved,actual_cost_inr,baseline_cost_inr,cost_saved_inr,revisions,first_pass_approved,quality_score,on_time,status
PUB-0418,2025-11-09,2025-11-22,2025-11-13,Editorial,Workbook,Medium,AI-Assisted,Editorial QA,124,31.4,48.4,17.0,23313.65,35951.77,12638.12,0,Yes,92.4,Yes,Completed
PUB-0419,2025-01-02,2025-01-14,2025-01-07,Digital Learning,School Textbook,Medium,Manual,Manual / NA,93,40.8,39.5,0,40760.32,39509.77,0,0,Yes,81.7,Yes,Completed
PUB-0420,2025-12-10,2025-12-26,2025-12-22,Production,School Textbook,Medium,Manual,Manual / NA,180,63.9,66.8,2.9,56403.02,58999.75,2596.73,1,No,81.7,Yes,Completed
PUB-0421,2025-07-29,2025-08-19,2025-08-10,Editorial,Workbook,High,AI-Assisted,Editorial QA,196,89.6,126.2,36.6,67638.77,95236.8,27598.03,0,Yes,89.8,Yes,Completed
PUB-0422,2025-10-11,2025-10-29,2025-10-19,Editorial,Workbook,Low,AI-Assisted,Few-shot v2,220,59.9,93.1,33.2,54894.02,85333.67,30439.65,0,Yes,94.1,Yes,Completed
PUB-0423,2025-03-09,2025-03-19,2025-03-11,Editorial,E-book,Medium,AI-Assisted,Few-shot v2,53,15.3,30.2,14.9,12055.96,23823.74,11767.78,0,Yes,77.8,Yes,Completed
PUB-0424,2026-03-03,2026-03-14,2026-03-05,Digital Learning,Assessment,Medium,AI-Assisted,Few-shot v2,60,11.5,21.9,10.4,7601.71,14465.44,6863.73,0,Yes,89.3,Yes,Completed
PUB-0425,2026-02-26,2026-03-06,2026-03-03,Production,Assessment,Medium,Manual,Manual / NA,66,35.5,33.9,0,30978.3,29563.3,0,0,Yes,91.6,Yes,Completed
PUB-0426,2026-01-16,2026-01-28,,Digital Learning,Illustration,High,AI-Assisted,Few-shot v2,62,21.1,40.6,19.5,19362.59,37257.58,17894.99,1,,94.6,,In Review
PUB-0427,2025-06-07,2025-06-20,2025-06-14,Editorial,School Textbook,Low,Manual,Manual / NA,155,48.6,53.0,4.4,45258.44,49390.84,4132.4,1,No,80.4,Yes,Completed
PUB-0428,2025-05-05,2025-05-21,2025-05-11,Digital Learning,Workbook,High,AI-Assisted,Structured v3,125,46.4,65.1,18.7,42830.58,60059.49,17228.91,0,Yes,93.4,Yes,Completed
PUB-0429,2025-10-24,2025-10-28,2025-10-28,Digital Learning,Illustration,High,Manual,Manual / NA,22,16.1,15.1,0,13191.41,12379.38,0,1,No,91.4,Yes,Completed
PUB-0430,2025-08-14,2025-09-01,,Design,School Textbook,Medium,AI-Assisted,Editorial QA,157,55.5,83.5,28.0,41506.11,62450.26,20944.15,2,,87.9,,In Progress
PUB-0431,2026-06-09,2026-06-15,,Design,Assessment,High,AI-Assisted,Few-shot v2,11,3.3,6.4,3.1,3553.78,6871.27,3317.49,0,,85.9,,In Progress
PUB-0432,2025-03-31,2025-04-13,2025-04-09,Editorial,E-book,High,Manual,Manual / NA,114,66.3,63.7,0,75262.46,72343.0,0,0,Yes,88.2,Yes,Completed
PUB-0433,2025-03-30,2025-04-14,2025-04-11,Editorial,Workbook,High,Manual,Manual / NA,142,75.3,70.2,0,77412.69,72174.54,0,1,No,88.3,Yes,Completed
PUB-0434,2025-05-21,2025-05-28,,Editorial,Illustration,High,AI-Assisted,Few-shot v2,42,14.5,23.7,9.2,12785.03,20866.21,8081.18,1,,84.5,,In Progress
PUB-0435,2026-04-29,2026-05-06,2026-04-30,Editorial,Illustration,Low,AI-Assisted,Structured v3,35,9.1,15.2,6.1,10331.35,17211.83,6880.48,0,Yes,84.9,Yes,Completed
PUB-0436,2026-05-03,2026-05-08,2026-05-04,Digital Learning,Illustration,High,AI-Assisted,Editorial QA,6,1.5,3.1,1.6,1214.76,2538.81,1324.05,0,Yes,93.8,Yes,Completed
PUB-0437,2025-10-07,2025-10-17,2025-10-08,Design,Assessment,Medium,Manual,Manual / NA,10,5.1,4.8,0,4625.36,4321.67,0,0,Yes,86.0,Yes,Completed
PUB-0438,2025-11-20,2025-11-27,2025-11-22,Digital Learning,Illustration,Low,AI-Assisted,Editorial QA,50,13.5,20.0,6.5,8862.06,13123.74,4261.68,0,Yes,91.2,Yes,Completed
PUB-0439,2025-06-16,2025-07-02,2025-06-23,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,151,49.7,82.0,32.3,45527.58,75097.28,29569.7,0,Yes,89.1,Yes,Completed
PUB-0440,2025-05-15,2025-06-05,2025-05-25,Digital Learning,Workbook,Medium,AI-Assisted,Few-shot v2,217,75.9,125.3,49.4,86150.73,142185.2,56034.47,0,Yes,86.3,Yes,Completed
PUB-0441,2025-05-02,2025-05-08,2025-05-04,Editorial,E-book,Low,AI-Assisted,Structured v3,40,11.0,18.9,7.9,11346.63,19482.87,8136.24,1,No,81.6,Yes,Completed
PUB-0442,2026-06-10,2026-06-15,,Production,Workbook,Low,Manual,Manual / NA,19,8.1,7.9,0,8433.6,8222.26,0,0,,85.6,,In Review
PUB-0443,2025-07-09,2025-07-17,2025-07-12,Production,School Textbook,High,AI-Assisted,Editorial QA,79,23.6,45.5,21.9,21247.49,40983.09,19735.6,0,Yes,89.4,Yes,Completed
PUB-0444,2026-06-26,2026-07-09,2026-07-02,Editorial,School Textbook,Low,AI-Assisted,Visual Brief,145,43.4,61.8,18.4,48184.35,68587.97,20403.62,0,Yes,96.1,Yes,Completed
PUB-0445,2025-07-09,2025-07-21,2025-07-13,Design,E-book,Medium,AI-Assisted,Few-shot v2,105,28.7,49.7,21.0,29581.23,51204.58,21623.35,0,Yes,82.5,Yes,Completed
PUB-0446,2025-02-11,2025-02-19,2025-02-13,Editorial,Assessment,Medium,AI-Assisted,Few-shot v2,43,12.5,23.4,10.9,10670.51,20006.54,9336.03,0,Yes,90.4,Yes,Completed
PUB-0447,2026-05-03,2026-05-15,2026-05-10,Digital Learning,Workbook,Low,AI-Assisted,Editorial QA,180,43.0,67.4,24.4,29777.63,46647.44,16869.81,1,No,85.3,Yes,Completed
PUB-0448,2025-07-23,2025-07-31,2025-07-24,Design,Assessment,Low,Manual,Manual / NA,19,6.9,7.1,0.2,7123.62,7293.47,169.85,0,Yes,83.6,Yes,Completed
PUB-0449,2026-02-14,2026-02-19,2026-02-17,Design,Illustration,Medium,Manual,Manual / NA,66,25.1,25.9,0.8,17848.49,18417.27,568.78,0,Yes,86.6,Yes,Completed
PUB-0450,2025-03-11,2025-03-24,2025-03-13,Design,School Textbook,Low,AI-Assisted,Editorial QA,91,18.7,37.1,18.4,12870.44,25516.26,12645.82,0,Yes,99,Yes,Completed
PUB-0451,2025-07-26,2025-08-02,2025-07-27,Editorial,Assessment,High,AI-Assisted,Few-shot v2,6,1.7,2.9,1.2,1882.7,3218.59,1335.89,0,Yes,86.9,Yes,Completed
PUB-0452,2025-11-07,2025-11-18,2025-11-11,Digital Learning,School Textbook,Medium,AI-Assisted,Structured v3,107,26.4,41.1,14.7,25873.04,40274.57,14401.53,0,Yes,93.9,Yes,Completed
PUB-0453,2025-06-10,2025-06-30,2025-06-16,Design,Workbook,Medium,AI-Assisted,Visual Brief,165,47.8,87.2,39.4,32538.03,59373.67,26835.64,0,Yes,92.6,Yes,Completed
PUB-0454,2025-12-16,2025-12-31,2025-12-23,Design,Workbook,Medium,Manual,Manual / NA,113,53.1,57.1,4.0,51721.6,55635.71,3914.11,0,Yes,88.8,Yes,Completed
PUB-0455,2025-04-28,2025-05-12,2025-05-03,Design,School Textbook,Medium,AI-Assisted,Few-shot v2,116,35.2,64.8,29.6,35128.87,64633.11,29504.24,0,Yes,94.3,Yes,Completed
PUB-0456,2026-05-16,2026-05-26,2026-05-18,Editorial,Illustration,Low,AI-Assisted,Few-shot v2,47,11.7,16.4,4.7,8785.29,12324.92,3539.63,0,Yes,88.5,Yes,Completed
PUB-0457,2025-08-08,2025-08-24,2025-08-18,Editorial,School Textbook,High,Manual,Manual / NA,110,77.4,72.2,0,78085.25,72862.76,0,0,Yes,81.3,Yes,Completed
PUB-0458,2025-08-03,2025-08-20,2025-08-14,Design,School Textbook,High,Manual,Manual / NA,137,81.3,82.3,1.0,60978.13,61747.41,769.28,0,Yes,82.6,Yes,Completed
PUB-0459,2025-07-04,2025-07-16,,Digital Learning,Assessment,Low,AI-Assisted,Structured v3,67,20.7,31.4,10.7,18291.51,27753.0,9461.49,0,,81.6,,In Review
PUB-0460,2025-03-03,2025-03-28,2025-03-13,Design,Workbook,High,AI-Assisted,Structured v3,183,76.3,131.8,55.5,82411.09,142378.88,59967.79,0,Yes,87.4,Yes,Completed
PUB-0461,2025-10-01,2025-10-08,,Digital Learning,Assessment,Low,AI-Assisted,Editorial QA,55,8.6,17.7,9.1,9017.29,18583.93,9566.64,0,,72.1,,In Review
PUB-0462,2025-07-26,2025-08-09,2025-08-01,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,176,43.3,88.3,45.0,43786.56,89299.36,45512.8,0,Yes,90.6,Yes,Completed
PUB-0463,2025-11-02,2025-11-23,,Digital Learning,E-book,High,AI-Assisted,Few-shot v2,176,70.8,103.9,33.1,75853.36,111338.02,35484.66,1,,84.6,,In Review
PUB-0464,2026-06-22,2026-07-12,2026-07-02,Editorial,E-book,Medium,AI-Assisted,Structured v3,214,76.4,116.2,39.8,80443.15,122377.08,41933.93,0,Yes,89.0,Yes,Completed
PUB-0465,2025-06-29,2025-07-09,2025-06-30,Editorial,Workbook,Medium,AI-Assisted,Visual Brief,22,6.9,9.7,2.8,5576.89,7867.11,2290.22,0,Yes,83.2,Yes,Completed
PUB-0466,2026-01-12,2026-01-28,2026-01-22,Digital Learning,School Textbook,Low,Manual,Manual / NA,163,72.6,69.9,0,49174.61,47319.56,0,0,Yes,72.1,Yes,Completed
PUB-0467,2026-01-29,2026-02-04,,Editorial,E-book,Medium,AI-Assisted,Visual Brief,39,9.4,16.1,6.7,6146.97,10507.5,4360.53,0,,99,,In Review
PUB-0468,2025-08-30,2025-09-15,2025-09-04,Editorial,E-book,High,AI-Assisted,Few-shot v2,89,35.9,62.1,26.2,23943.18,41423.48,17480.3,0,Yes,83.6,Yes,Completed
PUB-0469,2026-02-27,2026-03-07,2026-03-01,Digital Learning,Workbook,High,AI-Assisted,Visual Brief,33,13.5,22.4,8.9,11150.03,18480.39,7330.36,0,Yes,92.5,Yes,Completed
PUB-0470,2025-02-23,2025-03-05,2025-02-26,Production,School Textbook,Medium,AI-Assisted,Editorial QA,8,2.2,4.0,1.8,1520.46,2754.65,1234.19,1,No,79.1,Yes,Completed
PUB-0471,2026-02-25,2026-03-09,2026-03-02,Digital Learning,Workbook,Low,AI-Assisted,Editorial QA,74,16.6,29.8,13.2,13128.92,23538.24,10409.32,1,No,83.2,Yes,Completed
PUB-0472,2025-01-24,2025-02-01,2025-01-26,Digital Learning,Assessment,Low,AI-Assisted,Visual Brief,63,13.8,26.6,12.8,11737.14,22596.18,10859.04,0,Yes,92.3,Yes,Completed
PUB-0473,2026-01-12,2026-01-24,2026-01-15,Editorial,Assessment,High,AI-Assisted,Few-shot v2,62,20.5,38.4,17.9,15407.24,28829.92,13422.68,0,Yes,90.7,Yes,Completed
PUB-0474,2026-03-18,2026-03-23,2026-03-29,Digital Learning,Assessment,Medium,Manual,Manual / NA,40,14.7,16.1,1.4,15379.61,16809.17,1429.56,3,No,76.2,No,Completed
PUB-0475,2025-09-12,2025-09-16,2025-09-13,Design,Illustration,High,AI-Assisted,Structured v3,21,9.2,15.9,6.7,6956.2,12038.37,5082.17,0,Yes,82.4,Yes,Completed
PUB-0476,2025-02-23,2025-03-17,2025-03-13,Design,School Textbook,High,Manual,Manual / NA,163,123.2,123.2,0.0,126171.7,126213.35,41.65,1,No,86.8,Yes,Completed
PUB-0477,2026-02-09,2026-02-17,2026-02-10,Production,School Textbook,Medium,Manual,Manual / NA,18,7.4,7.5,0.1,8252.21,8375.72,123.51,0,Yes,88.2,Yes,Completed
PUB-0478,2025-04-30,2025-05-14,2025-05-03,Editorial,E-book,Medium,AI-Assisted,Visual Brief,79,24.4,44.5,20.1,26558.62,48478.2,21919.58,0,Yes,92.5,Yes,Completed
PUB-0479,2026-03-23,2026-04-12,2026-04-10,Digital Learning,Workbook,High,Manual,Manual / NA,203,137.6,129.2,0,133241.67,125130.28,0,0,Yes,85.7,Yes,Completed
PUB-0480,2025-06-17,2025-07-01,2025-06-24,Production,Workbook,Low,Manual,Manual / NA,134,49.2,48.2,0,43915.91,43001.15,0,0,Yes,86.7,Yes,Completed
PUB-0481,2025-05-07,2025-05-24,2025-05-15,Design,School Textbook,Medium,AI-Assisted,Visual Brief,199,58.0,83.6,25.6,54684.64,78805.11,24120.47,0,Yes,95.6,Yes,Completed
PUB-0482,2025-03-20,2025-03-31,2025-03-22,Editorial,Assessment,Medium,AI-Assisted,Structured v3,40,11.7,20.4,8.7,11058.48,19271.65,8213.17,0,Yes,87.8,Yes,Completed
PUB-0483,2025-03-25,2025-04-03,2025-03-26,Design,Illustration,Medium,AI-Assisted,Editorial QA,38,9.8,13.7,3.9,9585.25,13427.69,3842.44,0,Yes,85.0,Yes,Completed
PUB-0484,2025-02-19,2025-03-11,2025-03-09,Digital Learning,Workbook,Low,Manual,Manual / NA,198,88.4,92.5,4.1,75089.55,78530.34,3440.79,3,No,88.1,Yes,Completed
PUB-0485,2025-08-02,2025-08-11,2025-08-03,Editorial,Illustration,Low,AI-Assisted,Editorial QA,23,5.2,8.8,3.6,5476.52,9295.56,3819.04,0,Yes,87.8,Yes,Completed
PUB-0486,2026-06-09,2026-06-25,2026-06-17,Editorial,Workbook,Medium,AI-Assisted,Structured v3,161,57.2,84.8,27.6,54736.62,81104.83,26368.21,0,Yes,86.3,Yes,Completed
PUB-0487,2025-12-16,2025-12-27,2025-12-22,Digital Learning,Illustration,Medium,AI-Assisted,Editorial QA,67,16.8,33.7,16.9,14853.04,29759.22,14906.18,2,No,80.9,Yes,Completed
PUB-0488,2026-06-20,2026-06-27,2026-06-22,Design,Assessment,Low,AI-Assisted,Visual Brief,69,12.9,25.7,12.8,12647.52,25155.77,12508.25,0,Yes,99,Yes,Completed
PUB-0489,2025-03-25,2025-04-05,2025-03-30,Production,School Textbook,Low,Manual,Manual / NA,126,39.6,41.3,1.7,27389.15,28590.45,1201.3,0,Yes,82.8,Yes,Completed
PUB-0490,2025-09-29,2025-10-05,2025-10-05,Design,E-book,Low,Manual,Manual / NA,62,26.7,26.7,0,28991.07,28945.22,0,1,No,90.4,Yes,Completed
PUB-0491,2025-06-25,2025-07-12,2025-07-03,Production,Workbook,Medium,AI-Assisted,Editorial QA,198,58.1,92.5,34.4,66057.43,105148.0,39090.57,0,Yes,85.1,Yes,Completed
PUB-0492,2025-05-19,2025-05-29,2025-05-20,Editorial,School Textbook,Low,AI-Assisted,Visual Brief,14,3.7,5.8,2.1,3211.21,5008.59,1797.38,0,Yes,81.5,Yes,Completed
PUB-0493,2025-11-05,2025-11-16,2025-11-07,Production,School Textbook,Medium,AI-Assisted,Structured v3,47,12.8,21.5,8.7,8445.62,14201.87,5756.25,0,Yes,89.2,Yes,Completed
PUB-0494,2025-01-09,2025-01-23,2025-01-14,Editorial,E-book,Medium,AI-Assisted,Few-shot v2,134,40.3,65.8,25.5,32054.11,52340.74,20286.63,0,Yes,93.6,Yes,Completed
PUB-0495,2026-05-15,2026-05-31,2026-05-20,Editorial,School Textbook,Low,AI-Assisted,Editorial QA,149,39.4,68.0,28.6,34934.76,60280.17,25345.41,0,Yes,93.7,Yes,Completed
PUB-0496,2025-10-22,2025-11-06,2025-10-30,Production,Workbook,High,AI-Assisted,Few-shot v2,158,56.6,90.6,34.0,60631.82,97099.85,36468.03,0,Yes,87.1,Yes,Completed
PUB-0497,2026-02-04,2026-02-13,2026-02-08,Digital Learning,Illustration,High,AI-Assisted,Editorial QA,64,29.0,46.1,17.1,22945.63,36482.7,13537.07,0,Yes,87.6,Yes,Completed
PUB-0498,2025-04-14,2025-04-28,2025-04-18,Digital Learning,E-book,Low,AI-Assisted,Structured v3,150,31.0,44.8,13.8,25684.18,37093.44,11409.26,0,Yes,86.5,Yes,Completed
PUB-0499,2025-03-07,2025-03-20,2025-03-11,Design,School Textbook,Low,AI-Assisted,Few-shot v2,132,26.6,47.1,20.5,17910.8,31694.35,13783.55,0,Yes,88.7,Yes,Completed
PUB-0500,2025-04-17,2025-05-03,2025-04-22,Production,E-book,Low,AI-Assisted,Few-shot v2,201,39.6,63.2,23.6,41226.69,65769.99,24543.3,0,Yes,92.1,Yes,Completed
PUB-0501,2025-04-18,2025-05-08,2025-04-27,Editorial,School Textbook,Medium,AI-Assisted,Few-shot v2,194,53.3,88.7,35.4,54167.51,90127.4,35959.89,2,No,84.3,Yes,Completed
PUB-0502,2026-03-02,2026-03-14,2026-03-09,Production,School Textbook,Medium,Manual,Manual / NA,129,54.5,60.8,6.3,45573.89,50819.11,5245.22,0,Yes,87.6,Yes,Completed
PUB-0503,2025-06-05,2025-06-09,2025-06-07,Production,Assessment,High,Manual,Manual / NA,21,12.0,12.5,0.5,10552.52,10992.5,439.98,0,Yes,86.4,Yes,Completed
PUB-0504,2025-01-11,2025-01-22,,Production,Assessment,High,AI-Assisted,Structured v3,55,14.2,28.8,14.6,14620.27,29611.8,14991.53,0,,84.0,,In Review
PUB-0505,2025-03-01,2025-03-16,2025-03-13,Digital Learning,E-book,High,Manual,Manual / NA,141,89.0,84.2,0,89035.17,84205.51,0,0,Yes,84.2,Yes,Completed
PUB-0506,2026-06-25,2026-07-12,2026-07-01,Production,School Textbook,Medium,AI-Assisted,Editorial QA,147,42.7,72.9,30.2,35126.1,59979.41,24853.31,0,Yes,84.3,Yes,Completed
PUB-0507,2025-11-05,2025-11-09,,Editorial,Assessment,Medium,AI-Assisted,Editorial QA,20,5.1,9.6,4.5,4619.76,8677.43,4057.67,0,,84.8,,In Review
PUB-0508,2025-09-22,2025-09-27,,Editorial,Illustration,Low,Manual,Manual / NA,68,19.9,20.8,0.9,19173.55,20049.33,875.78,0,,91.6,,In Review
PUB-0509,2026-04-05,2026-04-10,2026-04-06,Editorial,Illustration,Medium,AI-Assisted,Visual Brief,33,9.3,13.9,4.6,9369.07,14049.31,4680.24,0,Yes,87.5,Yes,Completed
PUB-0510,2025-07-17,2025-07-30,2025-07-23,Digital Learning,Workbook,Medium,AI-Assisted,Editorial QA,220,48.7,83.7,35.0,34822.04,59823.0,25000.96,0,Yes,82.5,Yes,Completed
PUB-0511,2026-02-17,2026-02-28,2026-02-20,Production,Assessment,Medium,AI-Assisted,Structured v3,67,25.0,38.8,13.8,28097.75,43617.36,15519.61,0,Yes,86.2,Yes,Completed
PUB-0512,2026-04-14,2026-04-18,2026-04-15,Editorial,Illustration,Medium,Manual,Manual / NA,19,7.8,8.7,0.9,5681.67,6369.09,687.42,0,Yes,86.6,Yes,Completed
PUB-0513,2025-04-23,2025-04-30,2025-04-25,Editorial,Assessment,Medium,AI-Assisted,Structured v3,51,12.4,22.6,10.2,8233.46,14980.54,6747.08,0,Yes,90.2,Yes,Completed
PUB-0514,2026-05-16,2026-05-27,2026-05-19,Editorial,Assessment,Medium,AI-Assisted,Structured v3,65,21.9,31.5,9.6,22790.78,32771.29,9980.51,0,Yes,83.4,Yes,Completed
PUB-0515,2025-05-22,2025-06-12,2025-05-31,Design,Workbook,Medium,AI-Assisted,Few-shot v2,194,66.5,104.0,37.5,56845.14,88880.12,32034.98,0,Yes,83.6,Yes,Completed
PUB-0516,2025-04-01,2025-04-09,,Digital Learning,Illustration,Medium,AI-Assisted,Editorial QA,43,10.2,16.7,6.5,7611.38,12425.18,4813.8,0,,93.2,,In Progress
PUB-0517,2026-06-19,2026-06-23,2026-06-28,Editorial,Workbook,Medium,Manual,Manual / NA,38,19.4,18.1,0,15277.14,14274.16,0,2,No,85.6,No,Completed
PUB-0518,2026-02-16,2026-02-21,2026-02-22,Production,Assessment,Medium,Manual,Manual / NA,47,22.3,21.2,0,18033.81,17152.7,0,1,No,77.3,No,Completed
PUB-0519,2025-05-28,2025-06-03,2025-05-29,Editorial,Illustration,Low,AI-Assisted,Visual Brief,25,6.1,11.7,5.6,6140.57,11792.57,5652.0,0,Yes,91.5,Yes,Completed
PUB-0520,2025-05-04,2025-05-17,2025-05-08,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,138,31.2,61.4,30.2,21225.86,41751.05,20525.19,0,Yes,90.8,Yes,Completed
PUB-0521,2026-02-22,2026-03-10,2026-02-27,Production,E-book,Medium,AI-Assisted,Few-shot v2,158,40.1,65.4,25.3,41808.54,68230.24,26421.7,0,Yes,87.1,Yes,Completed
PUB-0522,2025-05-26,2025-06-18,2025-06-09,Design,E-book,High,Manual,Manual / NA,145,108.4,109.4,1.0,72725.13,73385.7,660.57,0,Yes,86.3,Yes,Completed
PUB-0523,2025-06-21,2025-07-08,2025-06-28,Editorial,E-book,Medium,AI-Assisted,Editorial QA,182,50.3,79.6,29.3,47411.75,75020.64,27608.89,0,Yes,97.7,Yes,Completed
PUB-0524,2026-02-09,2026-02-16,2026-02-12,Production,Illustration,High,Manual,Manual / NA,39,20.5,20.9,0.4,21546.08,21988.36,442.28,0,Yes,87.5,Yes,Completed
PUB-0525,2026-04-09,2026-04-17,,Editorial,Illustration,Low,AI-Assisted,Structured v3,46,12.3,19.3,7.0,8007.59,12578.04,4570.45,0,,95.7,,In Review
PUB-0526,2026-05-16,2026-05-23,2026-05-26,Production,Assessment,Medium,Manual,Manual / NA,13,7.5,7.2,0,6544.41,6311.22,0,3,No,75.4,No,Completed
PUB-0527,2025-07-01,2025-07-05,2025-07-05,Digital Learning,Illustration,Medium,Manual,Manual / NA,19,10.4,10.8,0.4,7911.91,8180.85,268.94,1,No,88.0,Yes,Completed
PUB-0528,2025-08-15,2025-08-23,2025-08-16,Editorial,Assessment,Low,AI-Assisted,Structured v3,30,9.0,14.2,5.2,6349.26,10005.61,3656.35,0,Yes,86.5,Yes,Completed
PUB-0529,2025-07-18,2025-07-24,2025-07-19,Production,Assessment,Medium,AI-Assisted,Few-shot v2,12,3.2,6.3,3.1,3573.7,7023.85,3450.15,0,Yes,95.5,Yes,Completed
PUB-0530,2025-01-24,2025-01-31,2025-01-26,Digital Learning,Illustration,Low,AI-Assisted,Structured v3,62,14.8,23.1,8.3,14430.22,22502.95,8072.73,0,Yes,83.0,Yes,Completed
PUB-0531,2026-02-21,2026-02-25,2026-02-22,Editorial,Illustration,High,AI-Assisted,Few-shot v2,9,2.7,4.9,2.2,2322.08,4182.92,1860.84,0,Yes,92.6,Yes,Completed
PUB-0532,2025-08-20,2025-08-24,2025-08-22,Digital Learning,Workbook,Medium,AI-Assisted,Structured v3,50,11.8,18.7,6.9,7834.45,12409.82,4575.37,0,Yes,89.1,Yes,Completed
PUB-0533,2025-12-09,2025-12-16,2025-12-10,Digital Learning,Workbook,High,AI-Assisted,Visual Brief,21,7.1,13.1,6.0,4873.83,9025.78,4151.95,0,Yes,86.7,Yes,Completed
PUB-0534,2025-03-04,2025-03-19,2025-03-12,Digital Learning,Workbook,Low,Manual,Manual / NA,185,62.6,58.9,0,54522.05,51271.96,0,0,Yes,85.9,Yes,Completed
PUB-0535,2025-02-27,2025-03-20,2025-03-09,Design,Workbook,Medium,AI-Assisted,Structured v3,200,73.6,110.0,36.4,70803.5,105860.51,35057.01,0,Yes,83.3,Yes,Completed
PUB-0536,2025-01-27,2025-02-12,2025-02-03,Design,Workbook,Medium,AI-Assisted,Structured v3,160,53.5,78.5,25.0,58966.9,86488.02,27521.12,0,Yes,90.3,Yes,Completed
PUB-0537,2026-05-08,2026-05-13,2026-05-09,Production,Workbook,Low,AI-Assisted,Editorial QA,23,5.6,9.2,3.6,5464.77,8992.38,3527.61,0,Yes,83.1,Yes,Completed
PUB-0538,2025-12-18,2025-12-23,2025-12-20,Editorial,E-book,Low,AI-Assisted,Editorial QA,45,11.8,17.4,5.6,12736.34,18781.47,6045.13,0,Yes,85.6,Yes,Completed
PUB-0539,2025-07-26,2025-08-07,2025-07-31,Production,Workbook,Medium,AI-Assisted,Editorial QA,127,34.0,55.0,21.0,38472.1,62202.83,23730.73,0,Yes,86.1,Yes,Completed
PUB-0540,2025-01-04,2025-01-12,2025-01-07,Production,Illustration,Medium,AI-Assisted,Structured v3,65,20.7,37.0,16.3,21114.84,37763.96,16649.12,0,Yes,90.6,Yes,Completed
PUB-0541,2025-03-17,2025-03-25,2025-03-18,Design,Assessment,Low,AI-Assisted,Few-shot v2,50,7.9,15.0,7.1,5822.88,11076.56,5253.68,0,Yes,88.0,Yes,Completed
PUB-0542,2025-01-23,2025-01-29,2025-01-25,Editorial,Workbook,Medium,AI-Assisted,Visual Brief,43,11.6,22.9,11.3,12969.46,25635.86,12666.4,0,Yes,84.1,Yes,Completed
PUB-0543,2025-06-25,2025-07-07,2025-07-02,Digital Learning,E-book,High,Manual,Manual / NA,119,53.4,58.8,5.4,59384.95,65399.17,6014.22,0,Yes,86.9,Yes,Completed
PUB-0544,2025-09-08,2025-09-19,,Digital Learning,Illustration,High,AI-Assisted,Visual Brief,41,11.5,23.4,11.9,12049.77,24502.62,12452.85,0,,94.0,,In Progress
PUB-0545,2026-05-16,2026-05-25,2026-05-17,Editorial,School Textbook,Low,AI-Assisted,Editorial QA,24,6.1,8.8,2.7,6255.97,8989.3,2733.33,0,Yes,85.6,Yes,Completed
PUB-0546,2026-05-10,2026-05-17,2026-05-11,Production,Assessment,Low,AI-Assisted,Few-shot v2,8,2.1,3.7,1.6,1611.1,2802.63,1191.53,0,Yes,88.6,Yes,Completed
PUB-0547,2026-01-19,2026-01-29,2026-01-24,Editorial,School Textbook,Medium,Manual,Manual / NA,83,36.2,36.3,0.1,31951.08,32039.13,88.05,0,Yes,79.5,Yes,Completed
PUB-0548,2025-11-21,2025-12-01,,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,27,7.0,10.2,3.2,6344.77,9253.9,2909.13,0,,91.8,,In Review
PUB-0549,2025-04-11,2025-04-29,2025-04-18,Editorial,Workbook,Medium,AI-Assisted,Structured v3,180,51.9,76.8,24.9,51472.85,76155.55,24682.7,0,Yes,83.7,Yes,Completed
PUB-0550,2025-09-25,2025-10-24,2025-10-19,Editorial,Workbook,High,Manual,Manual / NA,208,162.9,156.0,0,167608.3,160479.91,0,2,No,65,Yes,Completed
PUB-0551,2025-08-22,2025-08-29,2025-08-25,Editorial,Illustration,Medium,AI-Assisted,Few-shot v2,63,19.5,29.1,9.6,15727.48,23450.09,7722.61,0,Yes,90.1,Yes,Completed
PUB-0552,2025-01-31,2025-02-10,2025-02-01,Design,Assessment,Medium,AI-Assisted,Visual Brief,5,1.4,2.5,1.1,1067.84,1925.73,857.89,0,Yes,80.6,Yes,Completed
PUB-0553,2025-11-03,2025-11-11,,Editorial,School Textbook,Low,Manual,Manual / NA,43,19.0,20.1,1.1,18333.47,19378.87,1045.4,0,,76.4,,In Review
PUB-0554,2025-03-07,2025-03-22,2025-03-11,Design,School Textbook,Medium,AI-Assisted,Few-shot v2,123,27.4,52.5,25.1,27055.93,51864.15,24808.22,0,Yes,82.1,Yes,Completed
PUB-0555,2025-01-28,2025-02-06,2025-02-01,Editorial,School Textbook,Low,Manual,Manual / NA,80,27.4,27.8,0.4,24038.89,24404.95,366.06,0,Yes,89.9,Yes,Completed
PUB-0556,2025-04-24,2025-05-11,2025-05-03,Editorial,Workbook,High,Manual,Manual / NA,107,70.4,77.7,7.3,52999.83,58530.26,5530.43,0,Yes,85.3,Yes,Completed
