date,flight_id,airline,route,terminal,scheduled_departure,seat_capacity,passengers,departure_delay_min,delay_cause,security_wait_min,baggage_delivery_min,satisfaction_score
2026-01-23,IN1769,IndiGo,DEL-GOI,T2,15:30,186,146,35,Late Aircraft,15.0,19.3,3.8
2026-01-23,SP1770,SpiceJet,DEL-JAI,T1,09:30,174,152,9,None,12.9,18.6,4.2
2026-01-23,SP1771,SpiceJet,DEL-LKO,T2,16:15,174,125,10,None,13.2,15.2,4.3
2026-01-23,AI1772,Air India,DEL-PNQ,T3,14:15,180,143,15,None,5.4,16.1,4.1
2026-01-23,IN1773,IndiGo,DEL-HYD,T2,23:45,186,168,65,Technical,17.4,20.0,3.7
2026-01-23,VI1774,Vistara,DEL-BLR,T3,16:15,188,164,2,None,4.2,13.7,4.3
2026-01-23,SP1775,SpiceJet,DEL-HYD,T3,09:00,174,169,0,None,17.5,16.7,4.4
2026-01-23,VI1776,Vistara,DEL-GOI,T2,19:30,188,149,0,None,13.3,19.0,4.6
2026-01-23,IN1777,IndiGo,DEL-HYD,T2,12:45,186,158,0,None,6.7,22.2,4.6
2026-01-23,VI1778,Vistara,DEL-BLR,T3,18:45,188,135,0,None,14.6,17.0,4.3
2026-01-23,AK1779,Akasa Air,DEL-BOM,T3,19:30,189,161,0,None,22.4,22.2,4.3
2026-01-23,SP1780,SpiceJet,DEL-LKO,T3,16:45,174,146,0,None,17.3,16.4,4.1
2026-01-23,AI1781,Air India,DEL-BOM,T3,13:15,180,168,25,Crew,8.1,17.1,4.1
2026-01-24,AK1782,Akasa Air,DEL-LKO,T1,22:45,189,159,0,None,6.6,20.7,4.6
2026-01-24,VI1783,Vistara,DEL-HYD,T2,08:30,188,141,4,None,13.4,15.3,4.4
2026-01-24,AK1784,Akasa Air,DEL-HYD,T3,09:45,189,144,0,None,19.6,13.3,4.4
2026-01-24,IN1785,IndiGo,DEL-HYD,T3,16:15,186,146,0,None,15.0,15.0,4.3
2026-01-24,SP1786,SpiceJet,DEL-GOI,T3,10:30,174,130,55,Technical,9.9,20.8,3.6
2026-01-24,AI1787,Air India,DEL-BLR,T1,19:00,180,154,36,Air Traffic,17.2,18.5,4.0
2026-01-24,AI1788,Air India,DEL-LKO,T2,10:30,180,163,29,Technical,9.2,12.7,3.9
2026-01-24,VI1789,Vistara,DEL-JAI,T3,15:00,188,175,0,None,14.8,15.8,4.0
2026-01-24,AK1790,Akasa Air,DEL-HYD,T1,11:00,189,175,14,None,11.3,20.4,4.2
2026-01-24,VI1791,Vistara,DEL-GOI,T2,18:30,188,185,5,None,16.0,19.8,4.4
2026-01-24,SP1792,SpiceJet,DEL-BLR,T3,18:00,174,147,16,Late Aircraft,10.8,14.9,4.1
2026-01-24,AK1793,Akasa Air,DEL-LKO,T2,15:30,189,180,3,None,5.0,19.7,4.7
2026-01-24,AK1794,Akasa Air,DEL-LKO,T2,19:15,189,179,19,Weather,15.4,15.3,3.9
2026-01-24,VI1795,Vistara,DEL-PNQ,T1,10:15,188,135,11,None,9.4,21.3,4.4
2026-01-24,AK1796,Akasa Air,DEL-BLR,T2,15:45,189,179,16,Technical,12.5,15.1,4.2
2026-01-24,VI1797,Vistara,DEL-PNQ,T1,07:30,188,188,0,None,9.6,18.0,4.2
2026-01-24,AK1798,Akasa Air,DEL-LKO,T1,06:00,189,185,11,None,7.2,15.7,4.3
2026-01-24,VI1799,Vistara,DEL-BOM,T1,08:45,188,152,31,Air Traffic,15.3,19.4,4.0
2026-01-24,AK1800,Akasa Air,DEL-BOM,T2,17:15,189,187,26,Technical,4.6,20.2,4.4
2026-01-24,IN1801,IndiGo,DEL-PNQ,T3,17:00,186,143,13,None,15.4,15.2,4.3
2026-01-24,IN1802,IndiGo,DEL-GOI,T3,06:15,186,166,5,None,15.2,18.4,4.0
2026-01-24,AK1803,Akasa Air,DEL-JAI,T1,11:00,189,184,0,None,14.0,16.1,4.3
2026-01-24,AK1804,Akasa Air,DEL-CCU,T3,16:15,189,177,32,Weather,17.4,17.2,4.0
2026-01-24,AI1805,Air India,DEL-BLR,T1,14:15,180,140,0,None,11.8,14.7,4.2
2026-01-24,AK1806,Akasa Air,DEL-PNQ,T3,10:45,189,155,16,Air Traffic,15.9,25.5,4.1
2026-01-24,AI1807,Air India,DEL-BLR,T2,09:15,180,163,4,None,19.7,23.7,4.2
2026-01-24,IN1808,IndiGo,DEL-JAI,T1,06:30,186,138,0,None,11.7,14.9,4.4
2026-01-24,IN1809,IndiGo,DEL-JAI,T2,08:30,186,183,11,None,16.7,19.8,3.9
2026-01-24,AK1810,Akasa Air,DEL-JAI,T2,08:00,189,138,8,None,17.5,20.3,3.9
2026-01-24,VI1811,Vistara,DEL-CCU,T3,17:15,188,140,10,None,12.4,9.2,4.1
2026-01-24,AI1812,Air India,DEL-CCU,T2,10:15,180,176,7,None,9.7,12.5,4.5
2026-01-24,AI1813,Air India,DEL-PNQ,T3,09:15,180,136,0,None,21.4,17.4,4.0
2026-01-24,VI1814,Vistara,DEL-BLR,T1,18:30,188,161,0,None,18.7,17.0,4.3
2026-01-24,AI1815,Air India,DEL-HYD,T3,18:45,180,146,14,None,15.2,17.7,4.1
2026-01-25,VI1816,Vistara,DEL-PNQ,T2,19:00,188,181,1,None,19.1,21.4,4.0
2026-01-25,AI1817,Air India,DEL-LKO,T3,16:15,180,130,0,None,8.9,14.1,4.4
2026-01-25,IN1818,IndiGo,DEL-CCU,T3,12:30,186,181,5,None,17.2,8,4.2
2026-01-25,VI1819,Vistara,DEL-PNQ,T2,13:45,188,166,54,Air Traffic,9.3,11.7,3.6
2026-01-25,AK1820,Akasa Air,DEL-PNQ,T2,22:45,189,164,3,None,7.9,15.8,4.2
2026-01-25,VI1821,Vistara,DEL-BLR,T3,05:00,188,141,23,Technical,12.7,17.8,4.0
2026-01-25,IN1822,IndiGo,DEL-GOI,T1,20:15,186,141,0,None,10.9,19.7,4.6
2026-01-25,SP1823,SpiceJet,DEL-BLR,T2,06:30,174,157,46,Crew,4.1,23.5,3.8
2026-01-25,VI1824,Vistara,DEL-GOI,T1,13:30,188,148,10,None,9.5,15.0,4.2
2026-01-25,AK1825,Akasa Air,DEL-JAI,T2,12:30,189,140,12,None,6.4,16.4,4.3
2026-01-25,SP1826,SpiceJet,DEL-PNQ,T2,13:30,174,132,23,Weather,11.7,23.7,4.1
2026-01-25,AI1827,Air India,DEL-GOI,T1,19:00,180,129,0,None,18.2,9.4,4.2
2026-01-25,IN1828,IndiGo,DEL-BOM,T2,23:00,186,159,0,None,7.9,16.3,4.6
2026-01-25,AI1829,Air India,DEL-HYD,T3,22:00,180,162,12,None,15.4,22.1,4.2
2026-01-25,SP1830,SpiceJet,DEL-CCU,T1,05:00,174,130,12,None,11.9,22.1,4.2
2026-01-25,VI1831,Vistara,DEL-LKO,T2,09:00,188,149,10,None,13.6,14.6,4.3
2026-01-25,SP1832,SpiceJet,DEL-HYD,T3,09:00,174,160,4,None,16.5,18.5,4.1
2026-01-25,AK1833,Akasa Air,DEL-JAI,T2,10:45,189,180,21,Late Aircraft,12.5,20.4,3.9
2026-01-25,IN1834,IndiGo,DEL-GOI,T1,16:15,186,185,0,None,13.2,10.7,4.2
2026-01-25,VI1835,Vistara,DEL-CCU,T2,17:45,188,144,12,None,13.5,22.2,4.2
2026-01-25,AI1836,Air India,DEL-GOI,T3,16:30,180,153,77,Air Traffic,15.4,16.9,3.6
2026-01-25,AI1837,Air India,DEL-PNQ,T3,15:00,180,132,0,None,17.8,18.2,4.1
2026-01-25,SP1838,SpiceJet,DEL-JAI,T2,09:00,174,133,27,Technical,13.3,23.2,4.0
2026-01-25,IN1839,IndiGo,DEL-GOI,T1,19:45,186,166,0,None,19.7,9.4,4.1
2026-01-25,SP1840,SpiceJet,DEL-HYD,T3,15:15,174,136,8,None,16.2,17.1,4.2
2026-01-25,IN1841,IndiGo,DEL-BOM,T3,16:00,186,181,0,None,11.0,20.2,4.4
2026-01-25,VI1842,Vistara,DEL-HYD,T3,22:15,188,166,0,None,12.7,13.3,4.4
2026-01-25,IN1843,IndiGo,DEL-JAI,T2,12:00,186,140,10,None,9.6,17.2,4.3
2026-01-25,AK1844,Akasa Air,DEL-PNQ,T1,19:15,189,139,14,None,13.4,24.7,3.9
2026-01-25,AK1845,Akasa Air,DEL-GOI,T2,07:00,189,167,0,None,19.0,12.5,4.3
2026-01-25,VI1846,Vistara,DEL-LKO,T1,11:00,188,176,18,Air Traffic,13.9,18.9,4.1
2026-01-25,VI1847,Vistara,DEL-BLR,T3,15:00,188,183,6,None,11.4,17.5,4.4
2026-01-25,IN1848,IndiGo,DEL-JAI,T2,16:45,186,134,0,None,16.5,23.5,4.4
2026-01-25,IN1849,IndiGo,DEL-JAI,T1,18:30,186,171,15,None,14.6,16.9,3.9
2026-01-26,VI1850,Vistara,DEL-CCU,T2,20:00,188,170,9,None,11.2,22.7,4.3
2026-01-26,AI1851,Air India,DEL-BOM,T1,08:15,180,141,0,None,11.0,12.0,4.6
2026-01-26,AK1852,Akasa Air,DEL-LKO,T2,08:45,189,169,8,None,19.8,20.6,4.2
2026-01-26,VI1853,Vistara,DEL-PNQ,T3,10:30,188,178,0,None,11.4,21.5,4.2
2026-01-26,SP1854,SpiceJet,DEL-JAI,T2,09:15,174,126,17,Late Aircraft,15.7,16.5,3.8
2026-01-26,SP1855,SpiceJet,DEL-JAI,T3,06:30,174,134,0,None,8.8,22.0,4.2
2026-01-26,AK1856,Akasa Air,DEL-LKO,T2,19:00,189,160,16,Late Aircraft,16.6,17.0,4.2
2026-01-26,AK1857,Akasa Air,DEL-PNQ,T3,20:45,189,142,5,None,17.8,18.3,4.2
2026-01-26,IN1858,IndiGo,DEL-BLR,T2,21:45,186,159,52,Late Aircraft,19.9,14.4,3.4
2026-01-26,SP1859,SpiceJet,DEL-CCU,T1,05:45,174,124,2,None,11.0,22.1,4.3
2026-01-26,IN1860,IndiGo,DEL-GOI,T2,16:45,186,145,14,None,7.2,13.4,4.5
2026-01-26,SP1861,SpiceJet,DEL-BOM,T2,13:30,174,148,48,Late Aircraft,7.7,21.5,3.7
2026-01-26,IN1862,IndiGo,DEL-JAI,T1,18:00,186,138,12,None,14.9,21.5,4.0
2026-01-26,AI1863,Air India,DEL-JAI,T3,06:30,180,174,0,None,21.2,16.5,3.9
2026-01-26,AK1864,Akasa Air,DEL-BOM,T3,11:00,189,142,0,None,14.2,10.2,4.4
2026-01-26,SP1865,SpiceJet,DEL-GOI,T1,11:30,174,169,0,None,13.3,14.7,4.5
2026-01-26,AK1866,Akasa Air,DEL-BOM,T1,06:30,189,148,66,Air Traffic,10.6,17.9,3.7
2026-01-26,AI1867,Air India,DEL-LKO,T3,06:15,180,164,0,None,8.6,9.0,4.7
2026-01-26,AK1868,Akasa Air,DEL-LKO,T2,08:30,189,159,13,None,12.1,14.5,4.4
2026-01-26,AI1869,Air India,DEL-PNQ,T1,18:45,180,141,11,None,20.5,16.3,4.0
2026-01-26,VI1870,Vistara,DEL-BLR,T2,14:15,188,142,46,Crew,7.6,24.1,4.1
2026-01-26,SP1871,SpiceJet,DEL-HYD,T3,18:15,174,124,0,None,10.5,22.4,4.4
2026-01-26,AI1872,Air India,DEL-JAI,T1,08:15,180,129,0,None,13.7,22.2,4.1
2026-01-26,IN1873,IndiGo,DEL-HYD,T2,14:00,186,147,0,None,7.9,19.9,4.6
2026-01-26,VI1874,Vistara,DEL-PNQ,T3,16:45,188,179,67,Technical,14.4,14.9,3.5
2026-01-26,AI1875,Air India,DEL-HYD,T3,15:45,180,129,0,None,16.2,13.7,4.2
2026-01-26,SP1876,SpiceJet,DEL-PNQ,T2,14:45,174,145,13,None,10.5,22.1,4.2
2026-01-26,VI1877,Vistara,DEL-PNQ,T2,18:30,188,170,32,Crew,18.1,17.9,3.8
2026-01-26,IN1878,IndiGo,DEL-PNQ,T2,08:15,186,179,0,None,18.3,16.7,4.0
2026-01-26,VI1879,Vistara,DEL-HYD,T1,15:00,188,179,24,Weather,14.6,16.6,4.1
2026-01-26,SP1880,SpiceJet,DEL-BOM,T2,10:45,174,135,26,Technical,12.5,22.7,4.2
2026-01-26,SP1881,SpiceJet,DEL-JAI,T1,19:00,174,169,84,Late Aircraft,17.6,13.7,3.1
2026-01-26,VI1882,Vistara,DEL-HYD,T2,10:30,188,167,0,None,10.6,17.9,4.2
2026-01-26,AI1883,Air India,DEL-BOM,T3,16:15,180,144,6,None,17.2,15.1,4.0
2026-01-27,SP1884,SpiceJet,DEL-HYD,T3,10:15,174,120,29,Crew,7.8,22.7,4.0
2026-01-27,IN1885,IndiGo,DEL-LKO,T3,16:30,186,163,14,None,8.6,18.1,4.1
2026-01-27,AI1886,Air India,DEL-GOI,T3,14:30,180,129,0,None,10.8,23.3,4.5
2026-01-27,SP1887,SpiceJet,DEL-JAI,T2,16:45,174,153,24,Technical,9.3,21.1,3.9
2026-01-27,SP1888,SpiceJet,DEL-LKO,T3,06:45,174,123,13,None,18.7,17.9,3.9
2026-01-27,SP1889,SpiceJet,DEL-LKO,T2,20:15,174,131,0,None,10.4,16.1,4.4
2026-01-27,AK1890,Akasa Air,DEL-HYD,T2,18:30,189,132,24,Late Aircraft,15.2,16.6,3.8
2026-01-27,VI1891,Vistara,DEL-BLR,T3,14:30,188,183,0,None,14.6,13.6,4.4
2026-01-27,AI1892,Air India,DEL-PNQ,T2,09:00,180,164,11,None,15.7,12.7,4.3
2026-01-27,AI1893,Air India,DEL-GOI,T2,09:45,180,126,6,None,16.0,9.9,4.1
2026-01-27,AI1894,Air India,DEL-GOI,T3,07:45,180,125,2,None,8.3,19.7,4.2
2026-01-27,AI1895,Air India,DEL-GOI,T3,13:45,180,139,0,None,13.7,20.0,4.4
2026-01-27,SP1896,SpiceJet,DEL-GOI,T2,09:45,174,147,6,None,18.4,17.2,4.1
2026-01-27,VI1897,Vistara,DEL-BLR,T2,15:15,188,154,10,None,9.6,17.6,4.2
2026-01-27,IN1898,IndiGo,DEL-BLR,T3,09:45,186,154,47,Late Aircraft,17.3,17.8,3.5
2026-01-27,VI1899,Vistara,DEL-LKO,T2,11:15,188,167,0,None,6.1,12.3,4.4
2026-01-27,AK1900,Akasa Air,DEL-JAI,T2,10:45,189,161,0,None,15.2,16.6,4.5
2026-01-27,IN1901,IndiGo,DEL-LKO,T1,05:45,186,137,0,None,4,21.1,4.3
2026-01-27,SP1902,SpiceJet,DEL-HYD,T3,14:30,174,142,17,Air Traffic,10.8,15.1,4.3
2026-01-27,AK1903,Akasa Air,DEL-PNQ,T3,09:45,189,164,34,Air Traffic,17.2,13.5,3.7
2026-01-27,AI1904,Air India,DEL-PNQ,T3,17:30,180,146,18,Weather,15.7,18.5,4.3
2026-01-27,AI1905,Air India,DEL-CCU,T3,15:15,180,157,12,None,12.1,16.6,4.3
2026-01-27,VI1906,Vistara,DEL-BOM,T3,10:15,188,172,19,Air Traffic,10.1,22.4,4.2
2026-01-27,IN1907,IndiGo,DEL-HYD,T1,09:30,186,134,2,None,17.2,12.0,4.3
2026-01-27,AK1908,Akasa Air,DEL-GOI,T3,17:15,189,173,15,None,11.9,19.3,4.3
2026-01-27,AI1909,Air India,DEL-HYD,T2,05:30,180,131,8,None,12.1,13.3,4.2
2026-01-27,AK1910,Akasa Air,DEL-BLR,T1,12:15,189,148,5,None,8.3,22.0,4.2
2026-01-27,VI1911,Vistara,DEL-HYD,T3,15:30,188,160,16,Late Aircraft,10.4,19.0,4.0
2026-01-27,SP1912,SpiceJet,DEL-PNQ,T3,09:15,174,167,36,Air Traffic,17.9,20.9,3.7
2026-01-27,IN1913,IndiGo,DEL-GOI,T2,20:00,186,161,58,Technical,13.4,19.7,3.6
2026-01-27,VI1914,Vistara,DEL-GOI,T3,22:00,188,156,26,Late Aircraft,7.8,9.9,4.3
2026-01-27,IN1915,IndiGo,DEL-PNQ,T1,20:00,186,138,12,None,11.7,16.1,4.4
2026-01-27,IN1916,IndiGo,DEL-JAI,T3,07:30,186,164,0,None,10.7,16.7,4.5
2026-01-27,AI1917,Air India,DEL-PNQ,T2,21:30,180,159,0,None,16.1,20.0,4.2
2026-01-28,IN1918,IndiGo,DEL-HYD,T2,10:00,186,174,1,None,10.9,20.3,4.4
2026-01-28,VI1919,Vistara,DEL-JAI,T3,17:30,188,135,4,None,14.7,15.9,4.0
2026-01-28,AK1920,Akasa Air,DEL-BOM,T3,18:15,189,182,5,None,18.9,15.0,4.3
2026-01-28,AI1921,Air India,DEL-GOI,T1,17:30,180,146,25,Late Aircraft,12.2,15.1,3.9
2026-01-28,VI1922,Vistara,DEL-JAI,T1,14:45,188,175,0,None,14.5,16.1,4.5
2026-01-28,AI1923,Air India,DEL-CCU,T3,13:30,180,166,1,None,14.2,23.0,4.3
2026-01-28,IN1924,IndiGo,DEL-CCU,T1,13:00,186,154,21,Late Aircraft,13.9,15.5,4.1
2026-01-28,VI1925,Vistara,DEL-BLR,T3,19:15,188,148,22,Late Aircraft,19.6,16.3,3.8
2026-01-28,SP1926,SpiceJet,DEL-HYD,T3,13:30,174,140,0,None,10.4,18.5,4.3
2026-01-28,SP1927,SpiceJet,DEL-LKO,T2,22:00,174,126,0,None,8.9,18.4,4.5
2026-01-28,AI1928,Air India,DEL-HYD,T3,20:30,180,131,69,Crew,12.3,14.4,3.7
2026-01-28,AI1929,Air India,DEL-PNQ,T2,09:45,180,133,34,Air Traffic,15.3,20.6,4.0
2026-01-28,IN1930,IndiGo,DEL-CCU,T1,15:45,186,154,15,None,11.1,15.1,4.4
2026-01-28,SP1931,SpiceJet,DEL-CCU,T3,08:45,174,140,0,None,16.9,19.9,4.3
2026-01-28,AK1932,Akasa Air,DEL-LKO,T2,11:00,189,140,11,None,10.9,17.7,4.2
2026-01-28,AK1933,Akasa Air,DEL-LKO,T3,16:15,189,147,19,Weather,15.5,19.8,3.9
2026-01-28,VI1934,Vistara,DEL-GOI,T2,19:00,188,158,20,Air Traffic,15.2,23.4,4.0
2026-01-28,SP1935,SpiceJet,DEL-BOM,T1,08:30,174,145,21,Late Aircraft,18.9,16.7,4.1
2026-01-28,SP1936,SpiceJet,DEL-GOI,T3,08:45,174,163,20,Crew,16.1,19.6,3.8
2026-01-28,AK1937,Akasa Air,DEL-LKO,T3,07:45,189,163,7,None,14.8,24.2,4.3
2026-01-28,SP1938,SpiceJet,DEL-BOM,T2,06:00,174,155,4,None,11.2,17.1,4.2
2026-01-28,AK1939,Akasa Air,DEL-GOI,T1,11:45,189,132,19,Air Traffic,14.7,21.9,4.1
2026-01-28,AI1940,Air India,DEL-HYD,T1,08:45,180,142,0,None,13.6,11.6,4.5
2026-01-28,IN1941,IndiGo,DEL-BLR,T2,06:00,186,163,12,None,13.2,14.8,4.4
2026-01-28,VI1942,Vistara,DEL-GOI,T2,06:30,188,153,30,Technical,15.4,20.0,3.8
2026-01-28,AK1943,Akasa Air,DEL-CCU,T3,07:30,189,172,13,None,8.4,20.0,4.4
2026-01-28,AK1944,Akasa Air,DEL-BOM,T3,20:30,189,173,6,None,16.0,15.4,4.2
2026-01-28,IN1945,IndiGo,DEL-CCU,T1,17:30,186,144,0,None,9.7,9.7,4.5
2026-01-28,AK1946,Akasa Air,DEL-LKO,T2,15:45,189,156,0,None,16.1,16.9,4.3
2026-01-28,VI1947,Vistara,DEL-LKO,T1,19:30,188,183,58,Late Aircraft,20.3,22.3,3.5
2026-01-28,VI1948,Vistara,DEL-PNQ,T2,13:45,188,153,0,None,8.9,17.9,4.7
2026-01-28,AI1949,Air India,DEL-LKO,T3,08:15,180,129,8,None,19.8,29.5,4.1
2026-01-28,AI1950,Air India,DEL-LKO,T2,11:45,180,159,16,Late Aircraft,9.6,15.4,4.3
2026-01-28,AI1951,Air India,DEL-LKO,T2,13:30,180,132,0,None,13.1,14.1,4.1
2026-01-29,SP1952,SpiceJet,DEL-HYD,T3,08:00,174,152,0,None,19.5,15.4,4.2
2026-01-29,AK1953,Akasa Air,DEL-LKO,T3,11:45,189,165,4,None,10.0,8.1,4.1
2026-01-29,AK1954,Akasa Air,DEL-CCU,T3,08:15,189,181,13,None,16.7,16.0,4.3
2026-01-29,AK1955,Akasa Air,DEL-JAI,T2,16:30,189,184,17,Crew,9.5,17.6,4.3
2026-01-29,AI1956,Air India,DEL-CCU,T2,22:00,180,169,26,Technical,11.9,21.7,3.9
2026-01-29,AK1957,Akasa Air,DEL-BOM,T2,19:45,189,176,13,None,15.9,16.3,4.0
2026-01-29,SP1958,SpiceJet,DEL-BLR,T1,19:45,174,129,0,None,13.4,13.9,4.5
2026-01-29,AI1959,Air India,DEL-GOI,T1,16:45,180,150,14,None,11.1,20.6,4.1
2026-01-29,VI1960,Vistara,DEL-JAI,T3,15:30,188,131,8,None,11.3,21.0,4.4
2026-01-29,AI1961,Air India,DEL-GOI,T2,13:30,180,166,0,None,13.8,21.0,4.5
2026-01-29,AI1962,Air India,DEL-BOM,T3,15:30,180,176,19,Crew,13.2,13.1,3.9
2026-01-29,AI1963,Air India,DEL-PNQ,T2,12:00,180,152,76,Weather,13.9,27.3,3.1
2026-01-29,VI1964,Vistara,DEL-CCU,T2,09:00,188,140,12,None,10.8,12.2,4.3
2026-01-29,AK1965,Akasa Air,DEL-CCU,T3,11:00,189,136,8,None,12.5,18.6,4.3
2026-01-29,IN1966,IndiGo,DEL-JAI,T3,10:30,186,175,7,None,8.4,18.1,4.2
2026-01-29,AK1967,Akasa Air,DEL-GOI,T1,09:45,189,138,27,Technical,15.3,20.5,3.8
2026-01-29,SP1968,SpiceJet,DEL-BLR,T2,18:45,174,142,3,None,14.5,15.3,4.3
2026-01-29,VI1969,Vistara,DEL-BOM,T3,19:45,188,172,9,None,19.8,24.1,4.1
2026-01-29,IN1970,IndiGo,DEL-GOI,T3,15:30,186,144,14,None,16.2,15.6,4.1
2026-01-29,VI1971,Vistara,DEL-GOI,T3,08:15,188,156,1,None,14.6,26.9,4.3
2026-01-29,AI1972,Air India,DEL-BLR,T3,16:15,180,152,15,None,10.9,20.4,4.3
2026-01-29,VI1973,Vistara,DEL-GOI,T2,14:45,188,141,27,Technical,9.7,14.8,3.9
2026-01-29,AI1974,Air India,DEL-HYD,T3,08:30,180,138,69,Crew,17.5,23.5,3.6
2026-01-29,VI1975,Vistara,DEL-HYD,T2,17:45,188,154,2,None,8.3,18.9,4.4
2026-01-29,IN1976,IndiGo,DEL-LKO,T2,18:45,186,164,71,Air Traffic,15.4,19.2,3.2
2026-01-29,SP1977,SpiceJet,DEL-PNQ,T2,17:45,174,163,31,Late Aircraft,12.8,19.9,3.9
2026-01-29,AK1978,Akasa Air,DEL-JAI,T3,21:00,189,157,0,None,17.8,16.0,4.1
2026-01-29,IN1979,IndiGo,DEL-PNQ,T2,12:15,186,176,49,Late Aircraft,18.4,23.6,3.7
2026-01-29,AI1980,Air India,DEL-GOI,T3,15:00,180,138,1,None,16.3,13.8,4.0
2026-01-29,VI1981,Vistara,DEL-PNQ,T3,13:30,188,147,6,None,13.4,21.0,4.1
2026-01-29,VI1982,Vistara,DEL-BOM,T1,16:00,188,133,15,None,6.0,21.4,4.4
2026-01-29,AK1983,Akasa Air,DEL-PNQ,T3,14:00,189,134,7,None,14.2,18.0,4.2
2026-01-29,AK1984,Akasa Air,DEL-HYD,T3,19:15,189,172,23,Crew,16.1,14.9,3.9
2026-01-29,VI1985,Vistara,DEL-BLR,T1,15:30,188,170,12,None,17.0,14.8,4.0
2026-01-30,IN1986,IndiGo,DEL-LKO,T1,09:30,186,170,8,None,18.1,11.6,4.0
2026-01-30,AK1987,Akasa Air,DEL-HYD,T1,08:30,189,132,4,None,11.4,12.5,4.5
2026-01-30,IN1988,IndiGo,DEL-PNQ,T3,21:45,186,141,10,None,14.7,23.4,3.9
2026-01-30,IN1989,IndiGo,DEL-LKO,T1,19:45,186,149,0,None,13.1,18.3,4.2
2026-01-30,AK1990,Akasa Air,DEL-BLR,T1,09:15,189,157,38,Weather,14.5,13.1,3.7
2026-01-30,AI1991,Air India,DEL-BLR,T3,11:00,180,174,0,None,15.9,17.4,4.2
2026-01-30,VI1992,Vistara,DEL-PNQ,T3,19:30,188,134,14,None,15.9,15.0,4.1
2026-01-30,VI1993,Vistara,DEL-BOM,T1,10:15,188,158,0,None,13.2,20.5,4.1
2026-01-30,VI1994,Vistara,DEL-PNQ,T3,19:00,188,170,15,None,21.2,18.5,4.1
2026-01-30,AI1995,Air India,DEL-BOM,T2,10:45,180,157,1,None,11.7,17.2,4.1
2026-01-30,IN1996,IndiGo,DEL-HYD,T3,07:00,186,134,0,None,10.9,15.4,4.3
2026-01-30,IN1997,IndiGo,DEL-JAI,T2,13:45,186,136,15,None,7.6,14.1,4.2
2026-01-30,VI1998,Vistara,DEL-HYD,T2,15:15,188,176,54,Crew,9.8,19.8,3.6
2026-01-30,AI1999,Air India,DEL-BLR,T3,17:45,180,136,16,Weather,14.8,22.9,4.0
2026-01-30,AK2000,Akasa Air,DEL-GOI,T3,08:15,189,171,0,None,14.7,18.7,4.4
2026-01-30,IN2001,IndiGo,DEL-HYD,T3,19:45,186,146,0,None,14.9,15.0,4.2
2026-01-30,SP2002,SpiceJet,DEL-CCU,T2,10:45,174,167,7,None,6.6,12.8,4.3
2026-01-30,AK2003,Akasa Air,DEL-JAI,T3,16:00,189,173,30,Air Traffic,12.4,18.5,4.0
2026-01-30,AI2004,Air India,DEL-JAI,T3,08:45,180,176,16,Late Aircraft,20.0,24.5,4.0
2026-01-30,AK2005,Akasa Air,DEL-CCU,T1,16:00,189,150,20,Crew,9.6,16.3,4.3
2026-01-30,AK2006,Akasa Air,DEL-PNQ,T2,17:15,189,165,73,Weather,12.5,13.9,3.6
2026-01-30,AK2007,Akasa Air,DEL-LKO,T3,10:15,189,180,43,Air Traffic,19.3,17.0,3.6
2026-01-30,VI2008,Vistara,DEL-BOM,T1,17:15,188,182,13,None,15.7,21.3,3.9
2026-01-30,AI2009,Air India,DEL-LKO,T3,16:15,180,137,12,None,11.7,19.7,4.4
2026-01-30,SP2010,SpiceJet,DEL-BLR,T3,15:00,174,158,10,None,14.6,19.3,4.1
2026-01-30,AK2011,Akasa Air,DEL-JAI,T1,13:30,189,171,8,None,9.9,17.7,4.5
2026-01-30,VI2012,Vistara,DEL-BOM,T2,20:00,188,167,0,None,11.8,18.9,4.2
2026-01-30,IN2013,IndiGo,DEL-PNQ,T1,19:30,186,180,0,None,12.2,19.7,4.5
2026-01-30,VI2014,Vistara,DEL-GOI,T3,11:45,188,135,8,None,15.8,18.3,4.2
2026-01-30,VI2015,Vistara,DEL-BLR,T3,19:45,188,175,0,None,15.4,20.4,4.5
2026-01-30,IN2016,IndiGo,DEL-BLR,T3,18:00,186,165,36,Air Traffic,17.3,21.7,3.7
2026-01-30,VI2017,Vistara,DEL-JAI,T3,15:00,188,174,1,None,9.4,12.0,4.5
2026-01-30,AI2018,Air India,DEL-HYD,T1,21:15,180,171,27,Late Aircraft,8.4,14.1,4.0
2026-01-30,VI2019,Vistara,DEL-JAI,T3,11:30,188,173,22,Air Traffic,14.3,24.4,4.1
2026-01-31,SP2020,SpiceJet,DEL-PNQ,T3,09:00,174,167,17,Crew,19.5,18.7,3.8
2026-01-31,SP2021,SpiceJet,DEL-PNQ,T3,16:15,174,160,30,Air Traffic,9.8,23.9,4.2
2026-01-31,AI2022,Air India,DEL-PNQ,T1,09:15,180,168,0,None,15.8,13.1,4.4
2026-01-31,IN2023,IndiGo,DEL-BLR,T3,20:45,186,141,5,None,11.5,20.3,4.1
2026-01-31,IN2024,IndiGo,DEL-GOI,T3,22:15,186,163,12,None,18.5,15.8,4.0
2026-01-31,AI2025,Air India,DEL-CCU,T2,18:45,180,141,0,None,20.1,17.7,4.3
