ticket_id,student_key,created_at,month,department,program_level,query_type,channel,priority,assigned_agent,status,resolution_hours,sla_target_hours,sla_met,first_contact_resolved,reopened,csat_score,academic_year
QRY-01134,STU-55795,2025-02-02 12:18,2025-02,Science,UG,Scholarship,Walk-in,High,Agent F,Resolved,18.1,24,Yes,Yes,No,4,2024-25
QRY-01135,STU-91840,2026-02-07 13:02,2026-02,Science,UG,Fee & Payment,Email,High,Agent D,Resolved,20.4,24,Yes,Yes,No,4,2024-25
QRY-01136,STU-49904,2025-02-04 09:11,2025-02,Commerce,Diploma,Enrollment,Student Portal,Low,Agent C,In Progress,,72,Open,No,No,,2024-25
QRY-01137,STU-21518,2025-01-23 14:49,2025-01,Humanities,PG,Timetable,Phone,High,Agent E,In Progress,,24,Open,No,No,,2024-25
QRY-01138,STU-15670,2025-08-18 17:57,2025-08,Commerce,UG,Portal Access,Email,High,Agent C,Resolved,15.7,24,Yes,No,Yes,5,2025-26
QRY-01139,STU-50708,2025-11-24 10:31,2025-11,Engineering,PG,Fee & Payment,Email,Medium,Agent D,Resolved,8.4,48,Yes,Yes,No,4,2025-26
QRY-01140,STU-85470,2025-11-22 15:45,2025-11,Computer Applications,PG,Fee & Payment,Student Portal,Medium,Agent A,Resolved,49.5,48,No,Yes,No,3,2025-26
QRY-01141,STU-15487,2025-09-14 10:41,2025-09,Computer Applications,PG,Enrollment,Student Portal,High,Agent D,Closed,9.2,24,Yes,No,No,4,2025-26
QRY-01142,STU-56622,2025-03-03 09:23,2025-03,Science,PG,Examination,Phone,Medium,Agent E,Closed,37.5,48,Yes,Yes,No,5,2024-25
QRY-01143,STU-54943,2025-07-23 09:45,2025-07,Engineering,UG,Enrollment,Email,Medium,Agent C,Closed,20.2,48,Yes,No,No,5,2025-26
QRY-01144,STU-81798,2026-04-09 13:44,2026-04,Management,UG,Fee & Payment,Email,Medium,Agent C,Resolved,14.9,48,Yes,Yes,Yes,3,2024-25
QRY-01145,STU-69884,2026-04-05 09:08,2026-04,Science,UG,Fee & Payment,Phone,Critical,Agent C,Resolved,22.1,8,No,No,No,4,2024-25
QRY-01146,STU-98178,2025-03-07 09:42,2025-03,Science,Diploma,Portal Access,Service Desk,High,Agent D,Closed,44.9,24,No,Yes,No,3,2024-25
QRY-01147,STU-77790,2025-10-18 16:53,2025-10,Humanities,UG,Results,Email,Medium,Agent C,In Progress,,48,Open,No,No,,2025-26
QRY-01148,STU-39823,2026-02-15 10:40,2026-02,Commerce,UG,Examination,Email,Low,Agent F,Resolved,29.6,72,Yes,Yes,No,5,2024-25
QRY-01149,STU-77827,2025-02-12 12:42,2025-02,Computer Applications,Doctoral,Examination,Email,High,Agent D,Closed,11.2,24,Yes,No,No,5,2024-25
QRY-01150,STU-61978,2026-01-08 09:05,2026-01,Engineering,Doctoral,Results,Student Portal,Medium,Agent C,Closed,15.2,48,Yes,No,Yes,5,2024-25
QRY-01151,STU-13247,2025-11-28 09:41,2025-11,Management,UG,Timetable,Email,High,Agent D,Closed,12.0,24,Yes,Yes,Yes,5,2025-26
QRY-01152,STU-39923,2025-05-29 17:07,2025-05,Computer Applications,PG,Examination,Phone,High,Agent B,Resolved,18.8,24,Yes,Yes,No,4,2024-25
QRY-01153,STU-67671,2025-12-16 10:17,2025-12,Commerce,PG,Timetable,Email,High,Agent F,Resolved,16.3,24,Yes,No,No,4,2025-26
QRY-01154,STU-49422,2026-01-26 10:54,2026-01,Management,UG,Enrollment,Student Portal,Medium,Agent C,In Progress,,48,Open,No,No,,2024-25
QRY-01155,STU-23104,2026-03-31 09:51,2026-03,Management,UG,Scholarship,Service Desk,High,Agent C,Resolved,18.2,24,Yes,Yes,No,5,2024-25
QRY-01156,STU-11961,2025-10-02 13:22,2025-10,Computer Applications,UG,Timetable,Email,Low,Agent B,Resolved,40.8,72,Yes,Yes,No,5,2025-26
QRY-01157,STU-23700,2025-08-06 15:05,2025-08,Management,UG,Enrollment,Phone,High,Agent F,In Progress,,24,Open,No,No,,2025-26
QRY-01158,STU-98292,2025-11-22 14:03,2025-11,Management,UG,Portal Access,Email,Critical,Agent B,Resolved,7.6,8,Yes,Yes,No,5,2025-26
QRY-01159,STU-99397,2025-03-12 08:17,2025-03,Humanities,Doctoral,Enrollment,Service Desk,Low,Agent F,Resolved,72.2,72,No,No,No,4,2024-25
QRY-01160,STU-18538,2026-01-12 10:54,2026-01,Computer Applications,UG,Enrollment,Phone,Medium,Agent C,Resolved,21.5,48,Yes,Yes,No,5,2024-25
QRY-01161,STU-21517,2026-06-24 10:52,2026-06,Management,Diploma,Timetable,Walk-in,Medium,Agent B,Closed,23.5,48,Yes,Yes,No,4,2024-25
QRY-01162,STU-62398,2025-09-29 12:35,2025-09,Management,UG,Results,Service Desk,Medium,Agent C,Resolved,33.2,48,Yes,Yes,No,3,2025-26
QRY-01163,STU-34045,2025-08-27 16:52,2025-08,Science,Doctoral,Enrollment,Service Desk,Medium,Agent A,Closed,9.9,48,Yes,Yes,No,5,2025-26
QRY-01164,STU-33783,2026-03-05 17:32,2026-03,Science,UG,Timetable,Service Desk,High,Agent A,Resolved,18.5,24,Yes,Yes,No,5,2024-25
QRY-01165,STU-57909,2025-09-23 15:01,2025-09,Engineering,UG,Document Update,Email,High,Agent E,Closed,12.5,24,Yes,Yes,No,4,2025-26
QRY-01166,STU-34724,2025-06-10 11:34,2025-06,Engineering,UG,Enrollment,Student Portal,Medium,Agent B,Closed,23.6,48,Yes,No,No,5,2024-25
QRY-01167,STU-17318,2026-02-03 15:35,2026-02,Computer Applications,UG,Timetable,Service Desk,Low,Agent C,Resolved,30.9,72,Yes,No,No,4,2024-25
QRY-01168,STU-76476,2025-02-19 15:54,2025-02,Management,PG,Scholarship,Walk-in,Medium,Agent C,Closed,26.7,48,Yes,Yes,No,4,2024-25
QRY-01169,STU-68785,2026-04-23 11:39,2026-04,Computer Applications,PG,Results,Student Portal,Medium,Agent D,Resolved,35.0,48,Yes,Yes,No,5,2024-25
QRY-01170,STU-35408,2025-10-21 13:05,2025-10,Engineering,PG,Results,Phone,Low,Agent B,Closed,26.0,72,Yes,Yes,No,5,2025-26
QRY-01171,STU-56725,2025-08-27 17:42,2025-08,Commerce,UG,Examination,Phone,Medium,Agent C,Closed,23.4,48,Yes,No,No,5,2025-26
QRY-01172,STU-49827,2025-09-11 16:53,2025-09,Computer Applications,UG,Document Update,Phone,High,Agent C,Closed,14.0,24,Yes,Yes,No,4,2025-26
QRY-01173,STU-54736,2025-04-03 11:50,2025-04,Humanities,PG,Fee & Payment,Walk-in,Medium,Agent C,Resolved,23.3,48,Yes,No,Yes,5,2024-25
QRY-01174,STU-97954,2025-10-04 17:42,2025-10,Management,UG,Results,Student Portal,Low,Agent E,In Progress,,72,Open,No,No,,2025-26
QRY-01175,STU-94063,2025-08-12 08:30,2025-08,Humanities,UG,Examination,Service Desk,Medium,Agent C,Resolved,12.8,48,Yes,No,Yes,5,2025-26
QRY-01176,STU-43101,2026-04-06 12:13,2026-04,Computer Applications,PG,Examination,Service Desk,Medium,Agent E,Resolved,23.9,48,Yes,No,No,5,2024-25
QRY-01177,STU-25217,2025-06-30 16:20,2025-06,Engineering,UG,Results,Student Portal,Medium,Agent E,Resolved,20.7,48,Yes,No,No,4,2024-25
QRY-01178,STU-12107,2025-01-01 17:38,2025-01,Commerce,UG,Scholarship,Email,Low,Agent F,Pending Student,,72,Open,No,No,,2024-25
QRY-01179,STU-79872,2025-03-15 11:11,2025-03,Science,UG,Fee & Payment,Email,Medium,Agent D,Closed,8.0,48,Yes,Yes,No,3,2024-25
QRY-01180,STU-20183,2025-04-11 16:30,2025-04,Science,PG,Enrollment,Walk-in,Medium,Agent F,Resolved,44.6,48,Yes,Yes,Yes,5,2024-25
QRY-01181,STU-93013,2026-06-07 14:59,2026-06,Management,PG,Portal Access,Student Portal,Medium,Agent A,Resolved,17.0,48,Yes,Yes,No,4,2024-25
QRY-01182,STU-38943,2026-02-09 08:28,2026-02,Humanities,UG,Fee & Payment,Service Desk,Medium,Agent A,Resolved,25.0,48,Yes,Yes,No,5,2024-25
QRY-01183,STU-84843,2025-05-18 15:35,2025-05,Computer Applications,UG,Enrollment,Service Desk,Medium,Agent D,In Progress,,48,Open,No,No,,2024-25
QRY-01184,STU-44321,2025-01-16 17:01,2025-01,Engineering,UG,Enrollment,Phone,Low,Agent C,In Progress,,72,Open,No,No,,2024-25
QRY-01185,STU-19136,2025-01-11 09:19,2025-01,Engineering,UG,Enrollment,Phone,Medium,Agent A,Resolved,28.1,48,Yes,Yes,No,3,2024-25
QRY-01186,STU-27009,2025-08-16 10:18,2025-08,Management,PG,Document Update,Service Desk,Critical,Agent F,Resolved,14.0,8,No,Yes,No,4,2025-26
QRY-01187,STU-93097,2026-06-08 12:55,2026-06,Computer Applications,PG,Document Update,Service Desk,Medium,Agent B,Closed,19.0,48,Yes,Yes,No,5,2024-25
QRY-01188,STU-39012,2025-02-17 13:44,2025-02,Science,PG,Fee & Payment,Service Desk,Medium,Agent C,Closed,35.0,48,Yes,Yes,No,4,2024-25
QRY-01189,STU-68807,2025-12-01 09:13,2025-12,Humanities,PG,Fee & Payment,Phone,High,Agent B,Resolved,9.6,24,Yes,Yes,No,5,2025-26
QRY-01190,STU-14425,2025-12-04 10:27,2025-12,Commerce,UG,Timetable,Service Desk,Critical,Agent F,Resolved,7.6,8,Yes,Yes,No,3,2025-26
QRY-01191,STU-96779,2025-12-20 12:53,2025-12,Management,UG,Scholarship,Email,Medium,Agent B,Closed,14.9,48,Yes,No,No,5,2025-26
QRY-01192,STU-21735,2026-05-28 13:57,2026-05,Humanities,PG,Fee & Payment,Student Portal,Medium,Agent B,Pending Student,,48,Open,No,No,,2024-25
QRY-01193,STU-46357,2025-08-06 16:10,2025-08,Management,UG,Scholarship,Email,Medium,Agent F,Resolved,18.9,48,Yes,No,No,5,2025-26
QRY-01194,STU-78322,2025-04-12 15:59,2025-04,Science,UG,Document Update,Student Portal,High,Agent D,Closed,8.7,24,Yes,Yes,No,4,2024-25
QRY-01195,STU-69213,2025-07-25 17:30,2025-07,Science,UG,Fee & Payment,Student Portal,High,Agent D,Resolved,8.2,24,Yes,Yes,No,5,2025-26
QRY-01196,STU-62388,2025-03-01 13:01,2025-03,Science,UG,Fee & Payment,Phone,Low,Agent A,Resolved,36.3,72,Yes,Yes,No,4,2024-25
QRY-01197,STU-97404,2026-01-22 15:08,2026-01,Humanities,UG,Examination,Service Desk,Low,Agent D,Resolved,34.0,72,Yes,No,No,5,2024-25
QRY-01198,STU-87659,2025-05-09 15:28,2025-05,Computer Applications,PG,Results,Service Desk,Low,Agent A,Closed,4.1,72,Yes,Yes,No,5,2024-25
QRY-01199,STU-98984,2025-12-29 09:55,2025-12,Commerce,PG,Fee & Payment,Phone,High,Agent B,Closed,19.4,24,Yes,Yes,No,5,2025-26
QRY-01200,STU-68590,2025-01-02 08:31,2025-01,Engineering,PG,Examination,Walk-in,Medium,Agent D,Closed,28.0,48,Yes,Yes,No,5,2024-25
QRY-01201,STU-90377,2025-01-10 16:07,2025-01,Humanities,PG,Fee & Payment,Service Desk,High,Agent A,Closed,12.4,24,Yes,Yes,No,4,2024-25
QRY-01202,STU-29398,2025-01-19 16:38,2025-01,Commerce,UG,Fee & Payment,Service Desk,Medium,Agent C,Closed,17.6,48,Yes,Yes,No,1,2024-25
QRY-01203,STU-78254,2025-09-14 09:16,2025-09,Computer Applications,UG,Fee & Payment,Student Portal,Low,Agent E,Pending Student,,72,Open,No,No,,2025-26
QRY-01204,STU-61174,2026-05-27 09:19,2026-05,Humanities,Diploma,Results,Phone,Low,Agent F,Pending Student,,72,Open,No,No,,2024-25
QRY-01205,STU-45172,2025-02-24 11:04,2025-02,Management,UG,Document Update,Student Portal,Medium,Agent B,Closed,28.3,48,Yes,No,No,3,2024-25
QRY-01206,STU-23284,2025-06-10 12:05,2025-06,Science,PG,Document Update,Phone,High,Agent A,Closed,13.3,24,Yes,Yes,Yes,4,2024-25
QRY-01207,STU-42536,2025-08-20 11:56,2025-08,Humanities,UG,Portal Access,Student Portal,Low,Agent D,Resolved,27.5,72,Yes,No,No,4,2025-26
QRY-01208,STU-39742,2025-06-02 08:21,2025-06,Commerce,UG,Fee & Payment,Student Portal,Low,Agent A,Resolved,11.6,72,Yes,Yes,No,5,2024-25
QRY-01209,STU-65231,2025-12-15 09:09,2025-12,Science,UG,Enrollment,Walk-in,Low,Agent D,Resolved,42.0,72,Yes,Yes,No,2,2025-26
QRY-01210,STU-43912,2025-05-15 12:06,2025-05,Engineering,UG,Scholarship,Email,Medium,Agent F,Closed,13.2,48,Yes,No,No,4,2024-25
QRY-01211,STU-41849,2025-05-11 17:47,2025-05,Management,UG,Fee & Payment,Phone,Medium,Agent B,Closed,14.2,48,Yes,Yes,No,4,2024-25
QRY-01212,STU-37707,2025-06-08 11:42,2025-06,Commerce,UG,Timetable,Service Desk,Medium,Agent C,Resolved,54.0,48,No,Yes,No,4,2024-25
QRY-01213,STU-34558,2025-10-16 16:05,2025-10,Management,UG,Examination,Phone,Low,Agent D,In Progress,,72,Open,No,No,,2025-26
QRY-01214,STU-85730,2026-06-05 13:16,2026-06,Computer Applications,UG,Enrollment,Student Portal,Medium,Agent D,Resolved,7.2,48,Yes,Yes,No,5,2024-25
QRY-01215,STU-47197,2025-01-06 15:07,2025-01,Engineering,UG,Enrollment,Service Desk,Medium,Agent A,Pending Student,,48,Open,No,No,,2024-25
QRY-01216,STU-33593,2025-07-26 15:15,2025-07,Engineering,UG,Enrollment,Student Portal,Medium,Agent E,Resolved,24.9,48,Yes,Yes,No,5,2025-26
QRY-01217,STU-69728,2026-01-10 09:37,2026-01,Computer Applications,UG,Examination,Student Portal,Low,Agent F,Resolved,16.5,72,Yes,Yes,No,1,2024-25
QRY-01218,STU-60934,2026-02-20 10:09,2026-02,Science,UG,Examination,Phone,Medium,Agent B,Resolved,16.1,48,Yes,Yes,No,1,2024-25
QRY-01219,STU-22138,2025-09-30 12:28,2025-09,Management,UG,Results,Phone,High,Agent D,Resolved,24.3,24,No,No,No,5,2025-26
QRY-01220,STU-82881,2025-04-28 09:48,2025-04,Science,UG,Scholarship,Phone,Medium,Agent B,Resolved,35.2,48,Yes,Yes,No,4,2024-25
QRY-01221,STU-98885,2025-07-26 09:21,2025-07,Computer Applications,Diploma,Enrollment,Student Portal,Medium,Agent B,Resolved,6.0,48,Yes,No,No,4,2025-26
QRY-01222,STU-33513,2025-06-16 08:44,2025-06,Management,UG,Examination,Service Desk,Medium,Agent F,Resolved,30.8,48,Yes,Yes,No,4,2024-25
QRY-01223,STU-38952,2026-06-06 16:50,2026-06,Humanities,PG,Scholarship,Walk-in,High,Agent D,Closed,14.5,24,Yes,No,Yes,5,2024-25
QRY-01224,STU-59417,2026-01-04 16:12,2026-01,Humanities,UG,Results,Walk-in,Medium,Agent B,Closed,33.7,48,Yes,Yes,No,5,2024-25
QRY-01225,STU-80693,2025-07-13 10:00,2025-07,Engineering,Doctoral,Timetable,Service Desk,Medium,Agent F,Resolved,25.7,48,Yes,No,No,3,2025-26
QRY-01226,STU-47825,2025-08-10 11:30,2025-08,Commerce,Diploma,Results,Phone,Medium,Agent F,Resolved,19.7,48,Yes,Yes,No,4,2025-26
QRY-01227,STU-80724,2025-10-25 15:42,2025-10,Commerce,UG,Fee & Payment,Email,High,Agent D,Resolved,12.7,24,Yes,Yes,No,5,2025-26
QRY-01228,STU-10430,2026-01-26 10:19,2026-01,Computer Applications,UG,Fee & Payment,Student Portal,Medium,Agent A,Resolved,20.9,48,Yes,No,No,4,2024-25
QRY-01229,STU-81173,2026-03-05 11:09,2026-03,Commerce,Diploma,Portal Access,Service Desk,High,Agent A,Closed,30.2,24,No,Yes,No,3,2024-25
QRY-01230,STU-89673,2025-04-04 08:28,2025-04,Science,UG,Enrollment,Student Portal,High,Agent B,Resolved,9.6,24,Yes,Yes,No,4,2024-25
QRY-01231,STU-79599,2026-02-14 16:19,2026-02,Computer Applications,PG,Scholarship,Student Portal,Medium,Agent C,Resolved,23.6,48,Yes,No,No,5,2024-25
QRY-01232,STU-46591,2025-06-11 12:30,2025-06,Humanities,UG,Document Update,Phone,Medium,Agent B,Closed,18.9,48,Yes,No,No,5,2024-25
QRY-01233,STU-56395,2025-10-26 17:10,2025-10,Science,PG,Examination,Email,High,Agent A,Resolved,36.7,24,No,Yes,No,4,2025-26
QRY-01234,STU-61566,2025-02-08 14:43,2025-02,Commerce,Doctoral,Enrollment,Phone,High,Agent F,Resolved,20.5,24,Yes,No,No,4,2024-25
QRY-01235,STU-10386,2025-05-18 17:51,2025-05,Humanities,UG,Results,Service Desk,Critical,Agent E,Resolved,11.8,8,No,Yes,No,1,2024-25
QRY-01236,STU-48858,2025-07-14 10:39,2025-07,Science,UG,Enrollment,Service Desk,Medium,Agent C,Resolved,4.8,48,Yes,No,No,4,2025-26
QRY-01237,STU-96779,2025-08-08 12:09,2025-08,Commerce,Diploma,Results,Student Portal,Medium,Agent F,Resolved,34.6,48,Yes,Yes,No,4,2025-26
QRY-01238,STU-37351,2025-05-14 16:39,2025-05,Computer Applications,UG,Scholarship,Email,Low,Agent B,Resolved,22.3,72,Yes,Yes,No,5,2024-25
QRY-01239,STU-23948,2025-05-03 13:55,2025-05,Science,PG,Fee & Payment,Email,High,Agent C,In Progress,,24,Open,No,No,,2024-25
QRY-01240,STU-89842,2026-04-19 11:17,2026-04,Engineering,UG,Scholarship,Phone,Critical,Agent E,Closed,13.0,8,No,Yes,No,5,2024-25
QRY-01241,STU-92642,2026-03-22 12:05,2026-03,Management,Diploma,Enrollment,Email,Low,Agent C,Resolved,4.3,72,Yes,Yes,No,5,2024-25
QRY-01242,STU-38257,2025-03-16 13:55,2025-03,Science,UG,Scholarship,Walk-in,High,Agent E,Closed,19.3,24,Yes,Yes,No,5,2024-25
QRY-01243,STU-30562,2025-10-06 15:45,2025-10,Science,UG,Fee & Payment,Student Portal,High,Agent C,In Progress,,24,Open,No,No,,2025-26
QRY-01244,STU-43108,2026-03-01 08:11,2026-03,Engineering,UG,Enrollment,Phone,Medium,Agent B,Resolved,15.7,48,Yes,Yes,No,5,2024-25
QRY-01245,STU-75035,2026-04-18 13:27,2026-04,Engineering,PG,Fee & Payment,Student Portal,Medium,Agent F,Resolved,19.2,48,Yes,Yes,No,4,2024-25
QRY-01246,STU-19433,2025-01-14 11:06,2025-01,Science,Doctoral,Document Update,Service Desk,High,Agent D,Resolved,16.7,24,Yes,Yes,No,4,2024-25
QRY-01247,STU-15698,2025-03-06 13:22,2025-03,Management,PG,Fee & Payment,Service Desk,Low,Agent D,Resolved,11.2,72,Yes,Yes,No,5,2024-25
QRY-01248,STU-11102,2026-06-16 11:24,2026-06,Humanities,UG,Fee & Payment,Email,Low,Agent D,Closed,39.9,72,Yes,Yes,No,4,2024-25
QRY-01249,STU-63144,2025-04-03 10:35,2025-04,Computer Applications,UG,Examination,Phone,High,Agent D,Closed,12.8,24,Yes,No,No,3,2024-25
QRY-01250,STU-58807,2025-03-18 08:52,2025-03,Computer Applications,UG,Timetable,Email,High,Agent D,Closed,16.7,24,Yes,No,No,5,2024-25
QRY-01251,STU-24674,2025-11-11 14:59,2025-11,Management,UG,Enrollment,Service Desk,High,Agent D,Resolved,14.0,24,Yes,Yes,No,4,2025-26
QRY-01252,STU-57096,2026-02-06 10:19,2026-02,Management,UG,Examination,Student Portal,Medium,Agent F,Resolved,16.7,48,Yes,Yes,No,4,2024-25
QRY-01253,STU-85912,2025-06-08 11:24,2025-06,Humanities,PG,Examination,Walk-in,Medium,Agent B,Resolved,31.2,48,Yes,No,No,5,2024-25
QRY-01254,STU-17233,2025-05-20 08:00,2025-05,Engineering,UG,Enrollment,Phone,Low,Agent F,Resolved,21.6,72,Yes,Yes,No,4,2024-25
QRY-01255,STU-94433,2025-10-02 10:18,2025-10,Commerce,UG,Document Update,Service Desk,Medium,Agent F,Resolved,23.1,48,Yes,Yes,No,3,2025-26
QRY-01256,STU-18583,2025-11-24 08:28,2025-11,Science,UG,Examination,Service Desk,Medium,Agent D,In Progress,,48,Open,No,No,,2025-26
QRY-01257,STU-87252,2026-03-10 14:55,2026-03,Science,UG,Examination,Email,Medium,Agent B,Resolved,14.7,48,Yes,No,No,4,2024-25
QRY-01258,STU-47225,2025-02-01 13:43,2025-02,Humanities,UG,Portal Access,Phone,Medium,Agent C,Closed,25.4,48,Yes,Yes,No,5,2024-25
QRY-01259,STU-34683,2025-12-21 13:59,2025-12,Humanities,PG,Results,Service Desk,Medium,Agent F,Resolved,5.3,48,Yes,Yes,No,5,2025-26
QRY-01260,STU-18991,2026-05-09 16:08,2026-05,Management,UG,Enrollment,Service Desk,Medium,Agent D,Resolved,49.9,48,No,No,Yes,4,2024-25
QRY-01261,STU-42069,2026-01-02 09:13,2026-01,Humanities,UG,Results,Email,Medium,Agent F,Resolved,23.8,48,Yes,No,No,5,2024-25
QRY-01262,STU-51226,2025-12-25 17:48,2025-12,Management,UG,Examination,Walk-in,High,Agent E,Resolved,19.3,24,Yes,Yes,No,4,2025-26
QRY-01263,STU-88989,2025-02-06 11:12,2025-02,Management,PG,Scholarship,Service Desk,Critical,Agent D,Resolved,16.7,8,No,No,No,4,2024-25
QRY-01264,STU-53801,2026-01-09 13:42,2026-01,Computer Applications,PG,Results,Walk-in,High,Agent B,Resolved,10.1,24,Yes,Yes,No,5,2024-25
QRY-01265,STU-85748,2026-04-08 15:12,2026-04,Computer Applications,UG,Enrollment,Email,Low,Agent F,Resolved,42.2,72,Yes,Yes,No,5,2024-25
QRY-01266,STU-50050,2025-06-17 14:13,2025-06,Management,UG,Fee & Payment,Service Desk,Medium,Agent A,Resolved,19.2,48,Yes,Yes,No,3,2024-25
QRY-01267,STU-90850,2025-09-12 09:33,2025-09,Commerce,PG,Examination,Phone,Low,Agent E,Resolved,25.0,72,Yes,Yes,No,1,2025-26
QRY-01268,STU-68615,2025-07-19 10:09,2025-07,Management,PG,Document Update,Phone,High,Agent D,Resolved,23.7,24,Yes,No,No,5,2025-26
QRY-01269,STU-34012,2025-04-03 15:35,2025-04,Science,Diploma,Enrollment,Phone,Low,Agent E,Resolved,35.9,72,Yes,No,No,2,2024-25
QRY-01270,STU-95326,2025-12-22 13:38,2025-12,Science,UG,Scholarship,Email,Low,Agent D,Resolved,23.8,72,Yes,Yes,No,5,2025-26
QRY-01271,STU-59757,2026-02-17 10:40,2026-02,Humanities,UG,Portal Access,Service Desk,High,Agent E,Closed,30.7,24,No,Yes,Yes,4,2024-25
QRY-01272,STU-84669,2026-01-30 14:12,2026-01,Computer Applications,UG,Document Update,Walk-in,High,Agent E,In Progress,,24,Open,No,No,,2024-25
QRY-01273,STU-80087,2025-11-18 16:18,2025-11,Management,UG,Document Update,Phone,Medium,Agent F,Resolved,10.5,48,Yes,Yes,No,4,2025-26
QRY-01274,STU-97421,2026-01-26 10:54,2026-01,Commerce,UG,Fee & Payment,Phone,High,Agent E,Resolved,18.2,24,Yes,No,Yes,4,2024-25
QRY-01275,STU-63275,2025-10-30 09:42,2025-10,Management,UG,Timetable,Service Desk,Medium,Agent E,Resolved,28.3,48,Yes,No,No,3,2025-26
QRY-01276,STU-49972,2026-06-01 10:54,2026-06,Commerce,UG,Document Update,Student Portal,Low,Agent C,Resolved,24.0,72,Yes,Yes,No,2,2024-25
QRY-01277,STU-55774,2025-11-01 13:45,2025-11,Humanities,UG,Results,Service Desk,Medium,Agent B,Resolved,35.4,48,Yes,Yes,No,5,2025-26
QRY-01278,STU-62067,2026-04-24 13:40,2026-04,Engineering,UG,Enrollment,Walk-in,Low,Agent D,Resolved,33.2,72,Yes,No,No,4,2024-25
QRY-01279,STU-75700,2025-12-20 08:55,2025-12,Management,PG,Results,Service Desk,Medium,Agent D,Closed,18.1,48,Yes,Yes,No,4,2025-26
QRY-01280,STU-31017,2025-11-06 13:42,2025-11,Computer Applications,UG,Enrollment,Phone,Medium,Agent B,Pending Student,,48,Open,No,No,,2025-26
QRY-01281,STU-84174,2026-03-16 16:24,2026-03,Science,UG,Examination,Email,Medium,Agent A,Resolved,14.6,48,Yes,No,No,5,2024-25
QRY-01282,STU-72888,2026-06-20 15:47,2026-06,Engineering,UG,Results,Email,Low,Agent D,Resolved,19.8,72,Yes,No,No,5,2024-25
QRY-01283,STU-50204,2026-03-15 11:41,2026-03,Management,UG,Examination,Email,Medium,Agent C,Closed,26.8,48,Yes,No,Yes,2,2024-25
QRY-01284,STU-78794,2025-04-28 11:40,2025-04,Humanities,PG,Fee & Payment,Phone,Medium,Agent F,Resolved,28.4,48,Yes,Yes,No,4,2024-25
QRY-01285,STU-36247,2025-01-11 10:59,2025-01,Computer Applications,UG,Fee & Payment,Walk-in,Medium,Agent F,Resolved,18.6,48,Yes,Yes,Yes,5,2024-25
QRY-01286,STU-11979,2025-12-06 10:22,2025-12,Engineering,Diploma,Results,Phone,Medium,Agent D,Closed,20.9,48,Yes,No,No,4,2025-26
QRY-01287,STU-31859,2026-02-24 11:26,2026-02,Commerce,UG,Results,Student Portal,Medium,Agent D,In Progress,,48,Open,No,No,,2024-25
QRY-01288,STU-69470,2025-09-27 15:15,2025-09,Science,Doctoral,Document Update,Phone,Medium,Agent B,Closed,15.2,48,Yes,No,No,5,2025-26
QRY-01289,STU-30171,2025-11-02 12:12,2025-11,Humanities,UG,Examination,Service Desk,Medium,Agent D,Closed,7.2,48,Yes,Yes,No,5,2025-26
QRY-01290,STU-55689,2025-05-13 09:35,2025-05,Engineering,UG,Document Update,Email,Critical,Agent C,Closed,7.9,8,Yes,No,No,4,2024-25
QRY-01291,STU-90844,2026-04-14 09:28,2026-04,Computer Applications,PG,Portal Access,Service Desk,High,Agent B,Resolved,3.7,24,Yes,Yes,No,3,2024-25
QRY-01292,STU-59555,2025-11-20 17:07,2025-11,Management,UG,Enrollment,Email,Medium,Agent F,Resolved,34.0,48,Yes,No,No,4,2025-26
QRY-01293,STU-81377,2026-01-22 11:33,2026-01,Humanities,UG,Scholarship,Service Desk,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-01294,STU-19522,2025-04-04 08:19,2025-04,Management,PG,Examination,Service Desk,Medium,Agent A,Closed,20.7,48,Yes,No,No,4,2024-25
QRY-01295,STU-28267,2025-07-27 08:35,2025-07,Commerce,UG,Scholarship,Email,Medium,Agent C,Pending Student,,48,Open,No,No,,2025-26
QRY-01296,STU-97933,2026-05-08 13:20,2026-05,Engineering,UG,Fee & Payment,Email,Low,Agent F,Resolved,3.1,72,Yes,No,No,4,2024-25
QRY-01297,STU-42607,2025-10-24 13:26,2025-10,Commerce,UG,Results,Email,Medium,Agent E,Closed,30.3,48,Yes,Yes,No,5,2025-26
QRY-01298,STU-51781,2025-02-01 11:19,2025-02,Engineering,PG,Results,Service Desk,Medium,Agent B,Resolved,15.0,48,Yes,Yes,No,4,2024-25
QRY-01299,STU-76620,2026-03-04 09:48,2026-03,Commerce,UG,Examination,Student Portal,High,Agent B,Resolved,12.3,24,Yes,Yes,No,4,2024-25
QRY-01300,STU-67869,2025-05-11 13:28,2025-05,Engineering,UG,Document Update,Email,High,Agent B,Pending Student,,24,Open,No,No,,2024-25
QRY-01301,STU-39550,2025-11-03 16:22,2025-11,Commerce,UG,Scholarship,Student Portal,Medium,Agent C,Resolved,57.1,48,No,No,No,4,2025-26
QRY-01302,STU-80985,2025-04-18 08:42,2025-04,Management,UG,Timetable,Walk-in,High,Agent E,Resolved,32.4,24,No,Yes,No,5,2024-25
QRY-01303,STU-53824,2025-06-30 10:41,2025-06,Computer Applications,UG,Enrollment,Email,Medium,Agent C,Closed,18.3,48,Yes,No,Yes,5,2024-25
